	TCGA.KK.A8I5.01	TCGA.KK.A7B3.01	TCGA.YL.A8HJ.01	TCGA.J4.A67S.01	TCGA.HC.A6AN.01	TCGA.VN.A88O.01	TCGA.XK.AAIR.01	TCGA.CH.5740.01	TCGA.V1.A8X3.01	TCGA.EJ.5505.01	TCGA.HC.7210.01	TCGA.J4.8200.01	TCGA.VN.A88R.01	TCGA.EJ.A65E.01	TCGA.KC.A7F5.01	TCGA.HC.7737.01	TCGA.EJ.5531.01	TCGA.HC.7736.01	TCGA.G9.6339.01	TCGA.KK.A8IL.01	TCGA.2A.A8VO.01	TCGA.G9.6369.01	TCGA.HC.8257.01	TCGA.EJ.A65B.01	TCGA.X4.A8KS.01	TCGA.HC.7744.01	TCGA.EJ.5510.01	TCGA.KK.A6E5.01	TCGA.HC.7211.01	TCGA.ZG.A9L2.01	TCGA.EJ.7315.01	TCGA.EJ.7792.01	TCGA.HC.A6HY.01	TCGA.2A.AAYU.01	TCGA.M7.A722.01	TCGA.EJ.5497.01	TCGA.G9.6379.01	TCGA.YL.A8SC.01	TCGA.V1.A9OQ.01	TCGA.EJ.7218.01	TCGA.2A.AAYO.01	TCGA.J4.A67O.01	TCGA.EJ.7318.01	TCGA.HC.7740.01	TCGA.J9.A52C.01	TCGA.EJ.7788.01	TCGA.2A.A8W3.01	TCGA.YL.A9WX.01	TCGA.SU.A7E7.01	TCGA.HC.7747.01	TCGA.HC.8264.01	TCGA.XK.AAK1.01	TCGA.XJ.A83F.01	TCGA.KC.A7F3.01	TCGA.EJ.5501.01	TCGA.EJ.8474.01	TCGA.V1.A9OF.01	TCGA.EJ.7317.01	TCGA.XK.AAJR.01	TCGA.ZG.A8QW.01	TCGA.HC.7075.01	TCGA.EJ.7115.01	TCGA.V1.A8WS.01	TCGA.TK.A8OK.01	TCGA.HC.7230.01	TCGA.HC.A8D0.01	TCGA.EJ.A7NF.01	TCGA.V1.A8MJ.01	TCGA.VN.A88N.01	TCGA.KC.A7F6.01	TCGA.EJ.7328.01	TCGA.HC.7738.01	TCGA.KK.A5A1.01	TCGA.KK.A8IC.01	TCGA.V1.A9ZR.01	TCGA.KC.A7FD.01	TCGA.2A.AAYF.01	TCGA.XQ.A8TB.01	TCGA.HC.A6AS.01	TCGA.VN.A88L.01	TCGA.KK.A8IJ.01
Neurons	467.426517228131	648.429563182273	520.493022980194	287.174853509921	413.877026353242	229.503820241429	373.456212147463	568.936787106437	386.169589374132	353.927221038495	515.022068059357	333.441961063559	124.968836106704	279.474689781747	283.259251150876	316.619970167719	337.836062257755	440.100103589987	321.094745883213	178.870944614009	168.933655323836	353.377549169111	652.623409787831	380.773136336137	295.967899622434	345.978076707201	482.85325680906	213.188518754128	134.09567437367	542.373959317179	371.418535430209	456.278088563465	434.175775352614	517.783243524255	329.71493532911	493.08356906172	268.288572471353	377.263923878811	278.809662083197	218.753593934779	278.17233406964	437.130188522832	302.549085533901	438.574388201688	634.381039483387	436.805285309616	189.765492129881	382.688834608219	309.661207942238	460.540044393288	652.312293125541	108.250121099686	496.625929579181	184.672373057717	350.051429239513	482.616214873866	221.631776494171	315.192845941742	313.127622626595	266.890218979322	79.0315036235775	284.963203509253	249.936727908137	891.171329269258	455.659404118798	326.453690476357	343.850787744065	341.168161343637	238.833689759056	400.198258035109	350.701469259075	219.041580323621	390.321555172046	367.130017087429	535.48718399081	163.309462425612	164.967173804489	517.715737990846	449.600758609004	631.565486791458	241.523442252227
Neutrophils	440.101954033234	444.620827945562	446.782448675389	437.187360020551	553.598051516794	502.36422550792	354.887366831708	509.888972765784	410.53566389024	581.890035988015	853.415919809702	642.327014504521	555.128206973888	456.965665408702	431.034037298646	678.264019447655	767.524403466007	819.354023069022	441.10174326729	579.228192885264	510.77906289544	360.991494987879	512.28495894659	325.588197653077	179.429987714933	461.188099157371	531.392053631842	410.680220471011	1080.28756578175	284.289397279748	471.99542808812	590.322129599947	535.566101268295	500.919140612841	532.446547015731	731.349266430138	619.506788070624	584.565797023714	326.638057518379	486.499547671134	632.443811322347	714.670503735964	498.39173951921	741.597260044815	801.610558184093	461.785951935967	412.55483778998	609.064007355404	600.637644479238	614.21336160505	595.338165387011	585.849206015274	679.974644702835	371.86439158889	493.602716328142	334.736215342379	708.635225329998	541.196166513906	754.302999211062	218.7715847988	807.334762714705	518.071099121565	501.863392693169	525.889610855683	732.213396130348	445.674410378183	399.55292640546	491.573456076421	550.148273492834	402.677126291026	672.408381644317	427.949385545626	445.594779054951	612.950140553815	561.588826680034	543.124921524115	543.83433661346	474.734892507371	562.088094973661	708.234975697597	634.779217950753
Osteoblast	421.386871798613	459.496937193885	420.730636863923	507.511767106897	638.909722629122	449.148429618454	489.309486512956	405.965343328573	500.039783520611	510.982999626999	262.50009473585	492.396159764935	646.882456719971	491.301095201675	545.605916196881	338.268590909287	494.890246883528	248.980255234653	513.335185550127	266.128272047154	525.177528833727	684.836313983072	534.93216306232	544.923576369888	500.836027349172	469.643011470776	506.575112974049	621.181222282105	224.861439653757	602.780286785066	438.597029360126	366.731240907635	540.063998492469	465.732293695487	732.130893508118	264.226284764377	564.285621577962	416.082897206524	635.275346382012	540.313647894159	522.824921830529	612.995752482396	625.417481894509	410.003538122042	493.400653324245	478.692018497424	459.395438217186	315.067249090227	358.347692395432	537.1285414495	614.343676507222	714.2100853484	454.600855578078	403.71363972077	424.542743178423	453.087497681385	521.366226349765	733.924685866643	576.968049713955	514.383382812481	469.751656411658	448.909143702786	505.936006731639	478.018501733615	317.635561885913	463.523421490047	526.801042131992	367.644253686935	473.861453687909	443.547281305981	357.832008431408	394.779797493528	606.33624093661	382.116322201887	476.922418204162	375.562011328182	527.590912590028	377.100130620056	610.678136396761	418.678513411889	529.45934271219
Pericytes	731.519402758126	859.430358887723	1007.13899215494	505.976942691941	601.594740064999	521.197817653904	654.005978742013	257.190015173069	866.630518030315	426.63126485961	916.645324680449	631.006507957524	982.149904623914	346.538918169784	549.997578188323	680.577593006154	664.485881126893	862.226030753358	594.21239190159	677.476455899387	522.808504416777	670.410722467073	663.567141877428	1098.12789595525	391.878728241904	482.881988367304	696.532769682382	779.342826556445	482.473786759775	1015.13676687698	720.96223069501	990.065310814924	436.073428294866	474.260151068227	583.961900924488	403.152040139174	993.783630300542	696.900810736117	773.814457320066	730.397090143862	700.840182936004	854.815753807411	646.218861138149	979.037669148469	1221.79669331725	936.626624918176	768.756010326426	665.527141759114	585.055385533129	389.247188088156	1247.27494071719	586.242833291519	613.911672176158	423.057309767288	636.763929549687	711.632580415365	392.609951891606	900.339486701951	978.686172076371	896.558349127998	473.923520430622	753.72738920736	447.140927317679	1176.61513090234	465.149157511613	670.773405098846	338.213481553618	615.902911068658	639.636254735721	744.898384918731	667.653672701745	273.900187961453	479.95847668497	688.121186646346	946.373344515533	349.829677783755	429.675779257892	644.711273630923	889.891101785875	899.41515842282	668.621485447564
Plasma cells	507.219739831594	509.399441632168	192.806652347795	627.892880410478	577.498550299599	603.680728855093	331.820880347681	366.693260184194	476.05356187826	494.675373921293	517.086578740892	614.297506842277	710.590824655115	541.760007445672	835.044556165364	575.085097432229	484.729514424467	232.488340384888	440.467035043709	428.767926353819	588.979491436232	615.627347717777	459.010139851937	610.788228338263	594.082008621488	397.41099528639	293.424286180455	656.656698397717	487.79511907872	319.93020901387	482.108302905478	310.879764583289	521.560498107532	456.081750698	521.83172189942	437.155478882807	394.483418966604	430.512263067118	807.570833748317	692.070422273589	545.498411541486	428.750062459662	479.883386337356	215.697746596129	238.299574502527	413.837302355334	741.603220000249	421.904439161101	378.50832224066	387.488022136063	337.469466957543	663.004701068836	654.199913206334	480.011050758842	372.837999312725	486.988422393099	548.655351739856	609.419831204916	486.911218428361	279.621160191544	635.946090661059	474.700167886946	409.769609358096	85.1959652716531	467.436334195742	262.612189537868	595.494704187052	465.248806951836	636.742565269371	391.289813145214	250.768644686436	647.613699353158	421.314559582542	348.280260543205	202.752012550902	728.254033395187	570.454650628059	229.74405614615	465.884491679021	447.293404171465	630.160214101635
Platelets	495.417862364649	383.301885081185	582.603984845805	264.864738571108	316.616954573	489.324110663264	497.653911996386	357.458117440853	434.381548964574	539.744348143684	442.956704052735	644.840200422859	404.459825883139	398.470843580344	384.886279279746	387.494461906447	415.712440783759	305.844181141907	235.745698489397	328.749426922879	560.383673676605	549.01803507055	498.854928378917	335.946475369156	432.344987287351	473.365440545936	333.712720950238	472.543352351946	451.84433599466	481.979937807652	235.128800888479	595.748566975099	471.749323465763	457.870246909963	335.234943366651	475.561185799048	210.384261549653	403.430464745029	436.525653163432	378.743235318002	531.34061502722	261.202735953671	285.10559095669	368.76842016256	354.39385814257	529.880652929896	439.42916067988	363.832893957946	387.803654852897	409.439362946254	552.218107168676	476.117788709287	382.290088020287	405.726393122646	287.133049100014	520.808162619552	656.141072561286	524.051999481127	466.580477807475	288.269060921856	656.975613714571	461.137487428803	421.133416302635	436.865692219819	454.994926972899	355.635980731747	480.627121556737	299.830856623904	455.495624412233	406.400771627363	407.219412885137	601.774279962959	372.127343348178	358.321244548287	464.860424175211	522.532028470153	615.977371308566	467.419904641833	233.804061822466	455.117790609545	507.701840790717
Preadipocytes	618.764669535677	579.75207091306	663.165032770861	264.918730114449	332.84709420343	447.688527615491	489.34316260317	489.267696552814	720.682795283915	531.603260904932	745.9267221442	672.710122339225	504.207039143803	486.248408160396	462.483570239735	614.062640673241	489.225871389302	508.007809649203	457.831193306979	438.595228441485	508.737714616268	608.643716293452	532.236274148335	515.147161444815	487.415968351639	471.583835229698	565.221175805608	564.960764090265	533.220720171994	640.770041254237	388.203950738414	677.378233385896	342.987805808403	554.61290420653	420.426725639842	733.388112064253	297.148035539284	451.125623415622	533.677970841672	480.013323303019	576.515846661729	550.856142046865	489.721636831797	615.778442429931	484.952984280618	749.300353753621	499.758764004577	526.972413149245	506.416454067081	513.458230682332	700.120972262583	510.98920496797	581.758759792599	507.621263295705	593.416849580127	589.984723989703	395.410091697147	623.889169446018	550.547850969642	417.32133380526	525.86080081108	662.563949182636	473.232797768403	671.305719831167	444.091719502836	434.617255856015	422.93172019367	445.87240760977	473.776040450412	504.98994367351	494.020171347478	523.57241405359	432.675840472506	474.194716773466	555.146691907756	578.060995951705	575.574616427114	534.192428208782	346.333480677453	566.952189434731	680.883296288394
Sebocytes	401.680062603841	712.351980634347	96.9987615206242	1046.83222012129	525.61893825962	891.676408982323	1072.33633608137	422.547878764881	276.64435320649	1025.66975320167	478.043829707058	546.656393102745	936.918564776236	962.389119409785	894.218892268867	752.280669535519	1079.76793082946	912.862041548559	1326.06570971887	1301.83469393786	991.551509053941	258.830234251921	348.449435446378	1254.34641423523	1458.75729033781	252.827255716299	1369.68157855148	1069.991227358	1114.55023633089	514.587240909421	265.271005130107	386.881787599118	1171.353837507	552.32232629848	600.098980755011	814.99575203696	1954.64024438932	276.339612932867	604.131375125907	862.61996428312	762.343313143224	1134.50613151057	1038.13098978499	1593.29829323252	1022.42225545751	591.20095320181	418.443263968546	1157.92445916021	967.768768990889	1415.93450118356	697.121440983782	441.300890391503	366.668376030928	1189.00151077676	1479.92649672178	535.375906481808	1018.77062495442	696.336290954346	641.12670569817	928.212086582226	692.811580337181	746.573367884636	467.676507259832	281.768245512472	341.868336406038	847.833353156431	623.899248309618	949.311858243924	1003.78624656089	785.023295087778	912.576709798533	866.666694751355	382.138864063765	1100.74609037114	424.042866329516	670.959059562315	779.9409316956	25.3849353613153	1164.55956799401	0.596928030742978	766.824234489343
Skeletal muscle	323.267814756677	344.50234537259	2805.8308259869	439.862969748091	523.988611089069	1607.0147014652	228.687896623999	281.135588865171	505.653798748365	469.50224145193	254.924562816336	2942.24559552387	594.091932340938	396.739983242802	882.855253027337	201.777732257864	415.533014724657	328.653617656621	226.889150860629	226.834041789686	2034.13783048367	517.936060873535	321.40828505848	479.739690297706	637.330358464089	439.036902912419	236.101728342483	257.196358606735	176.426007442043	1105.68571085073	200.662905078948	2150.23291337831	371.343916560145	666.687669572739	768.609772942182	352.869442802295	575.904635023519	245.57296594914	2335.60293951747	336.304335208932	642.304024564472	847.509160926186	522.9199491253	433.697134620406	375.035074467369	1685.979311158	367.395268672338	321.33086494632	217.260080262719	156.470208097158	724.392643717003	351.181537169103	548.674274601639	353.198249484291	545.585956082609	434.921489985679	536.320408834246	532.332643996945	477.845905605246	480.360640600016	649.176298871724	474.910159337406	439.524061360139	450.429752302317	583.174142126559	381.566688467715	495.173592644831	219.958646268734	416.108808793657	490.418605236215	307.65982093049	462.008263174879	391.80857588181	315.983430274613	422.127027727797	611.355590114409	462.699556669576	403.218856044076	439.054575986852	562.126200569701	346.58066546934
Smooth muscle	497.118222342278	541.842093123556	608.215022052923	348.423853161261	466.48129242101	357.528692392325	626.798519713878	620.879190171786	584.872992287122	533.432406246178	464.774267558667	658.076967184346	530.235489371683	416.275776790567	243.812945484245	413.896699069726	503.455124181635	294.464690525122	528.370576415731	352.787180667556	557.690757598088	538.348159324582	434.498343419647	565.97649455508	556.051406959866	414.41309881349	515.416766350492	422.234177615009	247.355676909311	800.891257943441	594.943768372258	691.384650830221	456.748446251876	480.63396025336	440.05857423824	502.502224700327	320.576192354082	412.731289159639	640.247344409472	342.559018128017	644.675500661087	423.447427748516	441.13555242924	480.713502189244	624.060779097488	594.974941714253	412.12554001999	403.823648535029	365.147867386484	535.108320638256	701.172487016798	428.810353150319	427.646578895661	429.327042842979	417.799920641431	690.847251247417	492.038640978215	452.226184753274	482.754143617073	617.481309703468	408.115318452374	492.764129524809	333.893045295766	761.088950573441	268.672316974272	644.323087236052	440.437273054724	505.853981496669	408.372662400023	397.571296763549	543.248984229707	458.108799635102	589.919744055169	433.71285132946	725.297664377518	313.297602944257	539.213499169132	541.353180524216	496.573591509765	624.391285827212	424.018141064705
Tgd cells	200.590500010285	245.396477969962	155.234061871249	341.135194791852	447.262055089363	349.567148833256	142.901492456427	397.76843640917	208.242978319955	377.028557410194	215.535578196534	126.715301638325	468.177203096641	347.686736761744	590.37795698603	257.237167642971	404.482454346914	248.834565071446	371.620739941027	386.562833456605	238.542003047623	416.569267104031	275.324515598926	218.157997210246	273.705812879398	506.891586767437	302.216715713224	320.747148320151	365.822148060371	398.135473816109	531.289981534505	192.355171786839	414.798441094526	294.473035349469	664.922049646411	273.104365643246	392.901635177139	510.164599640162	391.336756657087	348.321266648886	377.526995049362	204.211019937135	399.881518294562	98.400396149885	163.825608862984	406.90921246337	366.360251757673	173.080324375799	246.580065341029	352.664886905351	189.606233134617	470.174152135415	382.323530523538	251.533453003994	308.046599136334	318.980911836353	413.214625281735	293.387624273488	312.520352080116	375.800960075004	387.759409993908	261.342193579848	420.646473110577	0	432.609513083314	237.072891177081	344.036909283994	348.997937070897	419.840475679424	257.421463558564	275.575515027729	434.853683680177	635.872825509391	306.75976084495	134.543963946542	474.454140712395	310.951297566934	170.84824669615	285.869884857514	142.367540657674	272.429443514175
Th1 cells	405.701862149007	676.383718354226	250.133910083161	1032.42817210115	1201.33274956102	740.69588181158	463.859807135897	841.222250456418	624.581338127839	505.504610870704	82.7411431256105	278.392707115163	946.644870023376	621.656316500845	1065.77976743531	218.063186149751	576.874965001933	383.610816497974	797.535146304787	609.76549946636	712.572072527919	1083.51103822946	756.356727996692	1126.96368810614	800.803154003363	946.660924875109	413.221964869038	754.535477621916	305.630116634787	559.115040758747	649.186609753605	226.059355919734	1046.76102152243	670.58322579973	1608.39255003135	240.45116999582	1284.13117923739	494.916479165297	867.748694053073	749.337406096591	817.01785370547	1152.98362537913	1064.33901716106	324.476055386147	511.71832749774	419.398140781223	452.20157289247	222.361660595937	146.342305571204	678.981737105089	483.70894058807	1159.55023687268	833.634529745117	678.882549042977	613.607088230307	369.904589205898	823.210868404604	782.793710635668	776.929397834095	937.642743797135	754.798074576908	625.714949911735	870.303346724269	162.817144116401	862.662066350843	608.940854850818	940.609854349557	633.73100587746	576.286364311107	756.074992578505	395.440428675413	770.422562545238	959.274583970291	454.754043784397	339.572731823465	733.591600855341	834.940770252122	474.747323494969	1121.15010117674	410.014731141409	539.921121613345
Th2 cells	481.225222898774	547.743735516597	426.333951737874	447.963022179121	712.835067011789	507.684464133043	467.648360917799	723.649850218193	676.811322220123	611.687439697369	310.647199336849	315.2663195815	655.930076641257	580.508225000017	658.04273583593	330.139514904897	497.677080577189	539.757230899434	796.818951451523	463.917020743032	247.17903752561	759.180002211947	422.17121085943	378.494262420676	296.963000444601	830.570754729908	701.085664144674	507.708779141824	507.952949153441	923.459704537363	898.47311965703	296.388855844252	636.537481225271	735.746909204857	519.810414453018	535.880211258455	241.238860664059	733.194492190652	554.233187630742	567.530286548048	401.174998620533	174.204211461392	612.454925479735	281.670381033477	596.007518495567	882.313326258025	701.130148888851	312.309895195422	496.606977778004	399.864920149919	86.9460452476415	652.123751219315	315.316225121066	391.122648684228	606.206007701263	732.848230085173	577.637410500132	463.048370197044	557.34610372506	677.188436026016	459.108329143129	531.311644156118	536.562015938098	575.238828070008	543.53765782567	530.114620346834	752.487612623895	297.716070201123	884.644162861031	320.761225573447	267.246355048762	587.470129601645	1109.27583370444	407.987044011915	390.331175558615	664.878405845495	307.176207204398	346.755116740713	453.102584833496	370.289285299631	586.361654277359
Tregs	588.09550906199	618.937316004139	851.449836349982	432.475433554121	114.675738240213	704.755167447272	620.643734397516	655.432995955102	859.638841563828	691.234042728665	1033.40423060301	795.606004725955	414.193598183089	721.176678890974	446.402713047258	1029.10019969528	673.100150585176	992.405116912551	395.965845098958	941.318372652693	571.398695760529	462.687402264821	706.659840881281	62.2815510636314	563.489126452972	613.477718347506	676.023806403457	448.310102554581	967.817628785072	801.234292927071	822.922758497218	985.572437522643	194.451035390787	569.665694818237	529.570380889987	922.176321112205	168.83618967037	929.562796857738	621.620442959906	549.086523667022	841.019477675428	236.296143580791	365.658068499431	654.642463226345	616.65227973953	931.908705933771	676.280883208492	821.793744598593	916.891897567098	530.709663155602	890.683541666593	441.676913714657	239.821337437963	443.812845270326	552.040882894909	679.931994840545	642.949186826785	552.353286697705	479.169407251325	579.953340094292	988.521183272501	650.920498127443	651.748066878173	704.54457672056	638.465933948169	532.908605321214	558.601959441648	727.238156685451	668.663142165704	430.503021310097	804.504724191991	717.817252399601	761.487957545575	809.200063693539	679.781103298591	713.559422595075	653.628056865006	731.428207151862	344.927826912429	515.164935344876	637.533129651933
aDC	525.15747976759	1366.68630961947	1202.03372549289	944.996309712221	1027.90325031552	982.452159133105	1010.80078841668	694.659586051483	785.282184521805	312.958194011189	1251.23197461857	819.110929676512	982.237933416492	481.995231615218	105.935398330993	1471.77937924496	1442.93379188322	831.5083416418	535.697896030008	1638.49554555409	555.08068409473	681.813099046609	863.592953940034	1007.94358627612	1091.36146510165	341.922305873427	945.229790437078	828.310639170386	727.465375821245	1637.68242629778	1436.52222748214	1363.28253396746	414.113809693506	220.342054655891	1074.84550567886	476.311024525631	1884.06054475122	1461.93936773232	719.30998475871	595.956008573614	1849.04054993183	1491.24126654106	1287.46021159346	661.590952516582	1631.24152378223	793.949187717118	591.926353357139	985.717046656889	942.211363816298	1226.67504128469	1008.11158422881	1004.0149389541	278.078788585277	567.938974522522	649.039150582203	562.655579937388	739.055228173246	250.311583444455	611.796625949173	1378.40186501574	799.209988825929	733.781444976345	435.190816575652	998.121842968599	267.706631384433	1263.08253841807	234.100267563933	1602.69162142354	349.477967717251	478.180879629752	1471.69714716647	544.51704563336	1394.98724068906	1138.40814164382	1499.75778425374	462.520384785029	485.461260758035	524.197327560641	1568.354482047	364.80778113524	529.274201147787
cDC	484.68498041711	900.34175250567	797.750660104596	514.862932331552	441.792779108402	358.278931722738	826.540147043531	537.915604908003	518.089920580222	534.4135951095	917.279251556258	527.482272340487	519.565729275477	396.157643951566	87.9990390536536	859.636894088612	1011.82435233639	766.484399630633	380.182056041686	952.159563270998	493.754220264605	342.773841237321	508.537781622701	530.567897112383	506.792592935126	488.060329398142	808.537940991837	506.014671258845	810.372821266278	802.720112734097	790.724236390096	850.10643980928	471.326046657905	431.814244491219	559.906563767582	896.095473188196	865.271347607352	698.326948051626	298.537562445182	340.415118782117	773.634838360096	648.062373018528	578.779687817524	526.827338324536	953.73817630614	884.721416436065	453.139324643599	729.55320432344	578.801250205603	767.50863803357	958.540845475125	498.006729639083	423.920344232824	551.316548374754	651.171827038346	534.375788880674	686.650275740866	388.36453508344	692.792575471294	673.33366056632	601.114423582163	637.993034182566	346.390446818616	656.236932951625	520.290937607013	868.997811142412	331.974234446518	632.867715943371	387.16744947532	447.633233458455	852.463147394169	513.15792890676	697.317112756894	738.401366028764	775.96310646414	385.856310281407	517.883081110111	666.285641389771	678.114432054084	421.833224212349	651.084558895347
iDC	936.002325802371	660.052880552897	989.199482139361	447.911241116456	912.115270136867	396.756031282552	488.213583667337	415.22935059388	370.371137692461	544.60643526627	840.887197393793	997.937402322649	341.116449903905	244.069329353171	7.3749000986013	884.124496036575	841.927900256342	845.713565241499	161.27366450587	557.254868206913	147.078342036393	408.651601702043	414.99815462592	352.692870230636	288.37481047719	709.899125110181	563.104070206492	213.894603538349	746.760082344522	1148.74311594228	769.908630424259	804.228729346954	423.932595138199	612.009465768264	214.533031138877	852.280998496273	903.095266940202	487.219532239309	186.999091948713	185.983751197325	1048.70784665023	1212.93075432548	531.140156102366	415.418345186005	1082.78753271364	951.950114158642	188.101240103334	484.899968916617	226.625884083382	637.137649619584	941.210065900728	529.899347173525	979.800963547736	184.337184820837	342.712775666451	411.956650000148	424.105716619319	167.37872547487	430.84944061907	572.440322977241	542.997061494581	467.728644934133	712.581419375934	784.377459761218	753.515937354479	860.856692351018	611.952983624288	626.257825097013	186.641397530608	584.444183249849	948.397248827767	650.721050541127	576.408799056582	653.244218213025	945.38995999926	288.557217655869	351.493845144209	1153.94309929881	738.887085864158	514.513346931732	367.293495862295
ly Endothelial cells	868.387945557321	1360.62305188173	1628.17913838557	1037.42321794109	1176.25794400604	814.516701079346	495.40848602613	83.6463159924984	549.220202480618	19.1260454160273	1641.98999211569	1279.38714153047	1557.99647207096	258.265850072123	624.10069066836	1583.3062213114	430.741702551528	1222.0296447935	584.291494014834	657.679557661053	1034.21938598584	1252.37044933447	802.088452772351	2173.91681993603	417.779947211202	684.241882715208	627.736039030075	1079.90178933206	744.264629133111	1432.25139516723	936.34899486293	1562.10570961516	664.890504156357	438.836275943512	610.581642394606	669.653402102313	2045.74462294808	591.693041548344	1772.01231718464	477.999397441307	1222.634535578	2191.07208041611	875.431229055946	1312.7843361324	1917.97485984164	513.436864974061	1521.4305224836	948.482067690898	959.494069987158	693.985222308544	1453.22348325347	1004.89083365559	1447.13559524471	666.84284975586	567.866525678758	766.512336368264	473.569792696669	996.729213697436	1830.59928503459	653.585907603737	337.930754619298	1042.16162029754	595.087988663809	2342.0867981242	806.771090226477	1060.60225369708	227.439567611036	484.991182674418	1075.43838400548	1121.54398324396	1501.12811143251	201.012487004784	536.481752347886	1253.37914125004	1023.59552235754	622.927176806639	767.118072927842	981.239923620902	1519.13070732859	1958.72474718404	1258.78001918829
mv Endothelial cells	532.983149238531	836.670138715526	892.647541516505	763.412794687846	868.314998288568	422.478121733754	257.521816537926	156.090903465955	339.273976958356	50.3650851104018	782.743981046396	591.765872487378	963.505170246929	185.789043409012	450.384694254592	810.235903081474	296.779334638529	609.572898117406	430.96832018722	441.371013717303	573.607059855547	742.301534785776	510.648585387566	1349.39326271773	291.628909102602	460.574035798345	389.122285786644	694.268375396592	356.97498086368	807.408598402899	574.683516574846	754.362505367794	534.657059291946	345.802284258677	517.109640319858	332.086064475335	1257.78371407605	458.866304319746	967.86275165845	370.058852213566	695.386640591598	1308.96477628069	612.787705080508	711.960485357402	1042.05573680073	305.206699859401	811.029010431137	525.357561856783	530.201295246112	461.085510537119	818.702592015894	695.234219387048	926.180538695254	365.066134557269	406.862298896753	461.08691262726	356.127209119908	625.993794700064	1074.93442630269	476.87057467841	213.677028165767	586.797798073892	467.047798577374	1207.83566644327	491.77488739808	646.175852178362	275.71969540496	320.263947468557	606.552767335539	732.628620432669	843.687335030382	166.232217165744	322.103592452118	713.537112241893	642.056060320311	434.688336483938	459.519036647012	521.437711922253	978.925514877433	1074.94555796481	662.954078701987
naive B-cells	357.825248596716	432.487545941516	551.667678206	475.809009634392	339.361800881873	595.954066179716	681.561341138562	713.257296933225	482.656111086299	579.898467463995	701.899866217209	576.215719073582	327.677630234051	490.843657264491	277.105881721663	743.492000180822	683.461192033059	549.955135701869	384.206689348287	494.45253596447	464.431019954722	279.118090463004	523.520459047081	168.22102939727	557.205561841234	535.295021182476	489.164060660191	502.442322750639	577.536875958759	1090.30455513494	1406.92407716461	731.098905861948	270.98407466741	483.10852120702	465.147763960732	590.439958198347	576.665957249494	541.222556303718	580.619454793617	619.53782132762	1307.88569702867	331.458583018794	288.946222431599	420.013995061781	274.785413978909	660.188039091387	489.781174983675	805.688006053646	638.787347447934	680.724639015741	563.301063650417	467.178756326253	299.915718247967	355.898184656522	330.755454554697	543.074883227806	474.681793166154	416.206463826297	334.024660572791	409.594257502164	1070.58721962514	491.283749745094	621.144175392426	332.396759117315	535.669304727867	650.628610369432	390.293042918469	819.084770896304	397.380213503461	417.289867213363	665.8107949847	566.646473920227	632.247362210288	518.255684821909	589.52465740307	491.92296100804	430.538171433551	473.273202410312	175.734187214334	250.29222339626	448.592366774052
pDC	1074.17772321774	904.833035201253	843.169256929016	805.849814229819	942.075946742057	1014.45098864638	779.725901474213	1021.26220170845	840.951387357899	961.400528901616	936.762811103917	973.107573180257	881.198653471037	1031.98328281196	674.157115274652	980.734329535208	1041.07971028896	864.723894698485	958.126854685046	1107.24372952537	942.449943830683	1064.93583364528	864.327885260507	637.526685853711	967.958757255013	1005.02514205271	730.236987294987	930.236362277644	975.949105240578	950.665163892981	1255.64263652481	892.779337226787	825.096291742202	748.287462527856	841.552843909798	1000.59587507031	765.453483662988	828.73127445054	879.538279973456	908.559930183926	1085.18405323412	860.856150243982	943.328243462474	867.618592457604	832.021558871095	995.768259900542	779.661597633417	767.346845871658	815.714297434078	1130.27035168857	561.683865216815	955.236677746941	939.115264250952	835.149443451252	777.152789774653	853.191515482772	900.913276913724	869.407087429594	823.361368289083	982.829828115147	1100.19851349419	765.659175613269	927.314493086849	347.474229060558	1014.2950428872	913.801638261932	1021.93289665005	1079.49293675268	750.104132467573	842.232514282993	974.544846223021	910.67896051444	1077.8852374897	812.034417398131	707.408976042014	780.313041637608	898.188185753579	826.031677667797	859.591616845992	962.819523459622	890.847136891458
pro B-cells	345.833850581199	327.891601234661	374.369579830099	513.624049637893	586.863762440192	436.237540765271	199.793202838168	240.353288166021	232.200957553501	140.863371767464	256.761892586918	401.887626016983	441.774128287917	221.764617632163	581.708758994294	336.459568556291	221.181385243001	266.901224735898	419.432411034532	357.942410562013	490.880006515574	597.980681369329	265.04018613953	540.477234311052	535.529436040262	355.064037233374	158.455913367223	322.102140590401	145.506543752533	592.624911117856	602.517107929794	354.041654549548	437.181277508019	325.192349447485	721.249246853753	181.373686997809	757.751658407668	413.506723516423	501.866889952103	347.838405546675	709.874645631283	654.215993706032	541.992435649742	140.717782277378	323.48837586031	410.808798464772	407.693516610609	285.72627824407	254.665480455228	396.782619430736	269.451974035929	461.045390415937	449.512116168774	260.462496511094	305.497873965571	306.559562397711	313.591597112016	238.102051057886	244.825466692201	492.967851409505	510.847809855382	249.426407212756	439.096908885983	303.3986957129	366.553299804715	424.425511643972	339.684615420194	346.032038459646	339.299261423361	355.632069573896	350.629362134089	336.628536478722	478.439871876562	323.679054070615	367.518166638379	417.82007776493	339.520864172146	240.709327231718	483.018667397872	329.744942454835	273.295369804696
