	TCGA.CH.5765.01	TCGA.CH.5746.01	TCGA.EJ.5508.01	TCGA.CH.5794.01	TCGA.J4.A67K.01	TCGA.EJ.7321.01	TCGA.EJ.5512.01	TCGA.HI.7169.01	TCGA.V1.A9ZG.01	TCGA.J4.A83K.01	TCGA.CH.5744.01	TCGA.Y6.A9XI.01	TCGA.EJ.A65D.01	TCGA.KC.A7FA.01	TCGA.YL.A8SA.01	TCGA.J9.A8CK.01	TCGA.YL.A8HL.01	TCGA.HC.7231.01	TCGA.EJ.A8FS.01	TCGA.YL.A9WL.01	TCGA.VP.A87K.01	TCGA.M7.A71Z.01	TCGA.CH.5737.01	TCGA.J4.A6M7.01	TCGA.V1.A9OT.01	TCGA.G9.6336.01	TCGA.TP.A8TT.01	TCGA.HC.A76X.01	TCGA.G9.6363.01	TCGA.EJ.7785.01	TCGA.KK.A8I6.01	TCGA.G9.7522.01	TCGA.VP.A876.01	TCGA.QU.A6IN.01	TCGA.EJ.8470.01	TCGA.VN.A88K.01	TCGA.EJ.7783.01	TCGA.HC.7821.01	TCGA.G9.6329.01	TCGA.WW.A8ZI.01	TCGA.EJ.5519.01	TCGA.ZG.A8QY.01	TCGA.HC.7749.01	TCGA.KK.A8IM.01	TCGA.KK.A8II.01	TCGA.H9.A6BY.01	TCGA.YL.A8HK.01	TCGA.HC.7232.01	TCGA.HC.7077.01	TCGA.HC.7819.01	TCGA.V1.A9O9.01	TCGA.VN.A88Q.01	TCGA.HC.8213.01	TCGA.G9.6362.01	TCGA.KK.A6E2.01	TCGA.HC.8262.01	TCGA.EJ.5496.01	TCGA.VP.A87C.01	TCGA.MG.AAMC.01	TCGA.EJ.5524.01	TCGA.KK.A6E7.01	TCGA.G9.6364.01	TCGA.HC.8259.01	TCGA.G9.6342.01	TCGA.HC.A8D1.01	TCGA.G9.7525.01	TCGA.CH.5790.01	TCGA.HC.A6HX.01	TCGA.J4.A67L.01	TCGA.KK.A8IH.01	TCGA.FC.A5OB.01	TCGA.QU.A6IP.01	TCGA.YL.A8SL.01	TCGA.CH.5741.01	TCGA.CH.5752.01	TCGA.YL.A8SJ.01	TCGA.EJ.5498.01	TCGA.KK.A6E4.01	TCGA.EJ.8472.01	TCGA.KK.A6E0.01	TCGA.HC.A9TH.01	TCGA.HC.7209.01	TCGA.ZG.A8QZ.01	TCGA.FC.A6HD.01	TCGA.YL.A8SP.01	TCGA.CH.5766.01	TCGA.G9.6354.01	TCGA.HC.A48F.01	TCGA.EJ.8468.01	TCGA.CH.5764.01	TCGA.J9.A8CP.01	TCGA.J4.A67T.01	TCGA.EJ.7325.01	TCGA.KK.A6E6.01	TCGA.2A.A8VL.01
Plasma cells	574.496690215804	550.157063234602	393.134268127049	498.142436438365	687.478475812368	562.975422092453	380.764254205929	438.258560226178	465.395916568015	494.040102868659	617.051891296604	638.346224735111	630.475826076864	604.624525663905	822.135693994869	449.285294400487	533.573162796371	578.51126672017	583.951533675419	528.507364540487	535.548378858121	657.613495288891	841.697974396479	455.356603045476	635.606336003609	459.602358268821	510.050693527016	644.060237321556	795.169655338319	356.58942126338	619.100016915935	426.01558585885	538.336014734144	687.659461228204	621.23062826773	676.021974113745	197.611325504816	721.658818771682	353.561423770077	668.21031099526	485.961549123858	423.9899841588	506.545890132329	374.743576728325	586.365320739856	634.135940202773	407.281002883866	296.021288076728	812.372240862353	751.432304128501	759.781227128717	429.783116203408	727.090157183028	709.350547603159	561.520443277528	490.207810577474	499.931253999021	484.435225353622	681.027232331128	350.079012438166	465.364149804336	361.20431497178	643.134099668443	601.654331874177	476.156224384379	580.914924684043	598.690080795084	372.431990694764	629.701060988738	632.285190640388	779.488346672361	512.387663269254	574.795388519316	713.491653979112	481.893941191187	173.530507313036	182.714487661759	676.499142701849	220.736311499367	812.119893190019	519.637014688086	628.573063926998	355.715800499097	785.662948834621	561.069125798046	603.746522724691	698.165594499232	504.12627036285	398.457035399233	481.71083050466	444.164583597508	578.283266178457	586.957341768122	359.30032392393	652.250815782337
Platelets	438.327635211936	420.461705139061	430.067052695935	274.854494048587	140.764888908411	430.206145389511	458.166658889224	389.000300488844	296.793301881906	380.432913335207	261.245289054661	409.766996346227	346.660334998833	267.26915548277	378.371728767137	269.883349801019	373.938492091275	389.622768661628	470.371782167968	386.291784713636	374.343554495881	314.136177433072	368.952480616665	464.333842810527	391.040596892314	301.299243891223	431.573266875579	444.207463320753	421.331420186783	379.469645833561	293.877949164402	401.534094631099	299.741306312324	83.7355974745104	414.138134103558	331.515221652576	384.819454103448	423.885610768429	349.245555847203	418.874602809448	416.850595905152	372.032933200696	405.414114969231	377.623474429451	401.766592005275	322.383436511042	219.177833610024	472.08952894465	382.552560276118	467.273173700913	249.478297233903	298.490013789221	497.935054626953	514.26237663391	409.681813399484	378.373142652679	421.875909154416	384.82988008742	319.942060021961	405.804288027803	358.376051680519	355.620532373183	503.844245852655	284.434242183641	377.535023484017	401.449255771304	380.380664662324	108.904678848962	236.935946639168	205.568621883079	571.670955665436	281.130437850794	259.076575710233	383.217284174494	507.756238188179	278.842124131563	370.13732786959	318.428975020948	417.636461838596	337.837761294461	180.657358209873	307.460671258728	274.848063444169	267.26297878003	496.694219845154	292.093079754678	312.389609438238	336.565815989903	450.607401654434	372.128394128317	434.653890858115	336.449738784843	143.427556780249	216.134620174742	351.831639201521
Preadipocytes	582.049328317552	726.119052348389	647.042269184971	526.925203191722	344.746114940807	591.906691678045	591.030862521001	579.833139231238	647.214551331043	700.757136777336	566.775301833559	605.224920134683	397.486794148703	772.437687542758	512.938282273675	633.233101828122	527.234673746335	589.441477418639	630.098430854622	380.047388272237	552.898569615736	430.719069679452	615.35141099786	665.88507484827	579.820887538886	550.77359815332	659.349788753892	652.695855116172	622.805256893245	740.23364313534	543.99281758659	718.483736597046	381.194319182663	228.16062684885	499.372677920285	738.77502156693	663.288694209898	720.986668119851	472.160812018259	627.531780964077	615.583361658968	531.786735444827	696.550364087011	614.954284717105	581.235277474285	469.04226824731	490.622780317407	531.192248111369	581.796448300558	678.369700341533	452.879808283953	457.443494701913	567.347102428366	622.891997975863	630.82569624699	591.282060825046	658.687770911935	577.972937009826	519.925274737761	703.573379422605	426.622451045295	807.001780835375	631.038423381031	566.294375176484	735.847511535793	653.606521265904	712.87466026885	324.479886978464	344.908263795782	487.515162985772	612.077092979783	612.640350575927	404.712012141408	763.626254511337	559.1041377518	638.50823788174	625.216678224214	470.130668750431	629.357066312044	584.460418059665	509.533174601225	704.950581731938	507.135204331429	442.949130412083	570.609326998792	622.355767106545	504.895273461214	641.700828321624	742.328496078119	656.96317389193	863.741179415736	713.354266247933	397.548959972967	441.255481099513	661.570303395115
Sebocytes	730.683432800747	1559.89189153932	1125.26180271364	1289.0969731983	1590.73419354433	1162.00891703964	1441.67540032722	1299.67083496038	1283.98085377419	1222.07438795936	1474.06023032572	1425.41009509228	1629.30730486848	1012.68223037416	979.183081187641	1251.51423884672	1481.33123802139	1414.82744040794	1521.89105090617	992.011023863646	1446.13018609696	838.349465191064	1382.33560975015	679.207748835327	1358.93982649915	2041.28823106859	1014.97687893746	589.179564305078	1418.94935418522	1086.60817112903	1414.54904532281	1544.03264168411	751.425412965041	1418.56822867588	1024.61020474592	1193.50246215138	1426.60557488267	801.454509379728	1846.8371838136	490.951355657434	1155.13636520557	411.867595221031	1307.18157950325	1397.68862714104	763.265313330488	1106.08455284028	1357.77434068752	1216.27643216521	1548.9333311839	744.086716514942	1117.42703806615	1217.34704483861	1292.08072371541	1026.59948186112	1051.91318127893	1825.88439184991	1237.80968237376	1046.39062186044	1306.75786930874	672.442768086201	982.371703493871	1124.06904878618	1099.39659948673	1804.29614699303	1529.37440797816	916.224295374403	1305.4159916033	2420.58319395934	1504.45383975435	1366.85001823329	1041.24715935227	1561.69758446878	742.444225069632	1112.13079448086	0	887.430556180831	1376.5471716384	1187.84418602129	1291.46519308418	1126.3812612388	1541.05211241806	1257.6979637633	1371.83997304075	1653.24640258676	614.351946348999	1643.86440002433	1467.75328667342	1165.21626129923	1277.15696588472	1193.31449172193	1140.34194106928	1388.3205248639	1723.98625314137	1054.53772554639	1567.30993598688
Skeletal muscle	253.705688567493	484.970619917428	259.658154588598	361.816543184122	326.410766082089	283.463702222045	438.500068920875	4255.03440266515	201.583914799095	504.379814936007	383.742324727445	271.996961946958	631.673182903555	535.572552529812	559.927083162461	432.154051478434	352.458689456768	135.924455392663	558.465850884159	493.594410934123	393.370058365925	549.110384545215	201.030064306544	584.782162482739	504.589876954388	247.156786609505	157.832687241479	557.645400008835	734.987247070851	600.270547142865	351.299544103918	353.734091965348	543.749041808081	574.417120263447	155.205870983719	355.233689386652	397.86854396301	230.780839461508	488.251641461336	330.034194840088	274.175302309407	522.975228468239	270.939197823883	264.147789242488	418.048803190771	635.094262107097	429.342089521165	359.774831566253	338.418027209693	406.472920184793	251.671872448371	508.081381202111	278.889615378834	629.74260123742	303.96051057212	271.353353620237	328.661870309211	201.66114689761	472.365831769958	302.24514623381	586.841125973227	463.080309128941	578.326190927349	302.807008213577	351.176666397903	451.18902981259	347.459421143267	565.197081989912	337.311857118137	285.38052572424	283.869599694021	465.175214355746	397.808449129898	413.169773265852	547.346517155473	390.025011957638	412.803530862079	486.910039848361	318.954714610485	375.053179287771	281.690603032124	224.93999109678	289.161850755651	548.49795515247	654.601617211644	174.107578337202	365.502453855771	408.116857305196	296.846794031602	352.634253799984	276.43979774527	339.927650872869	438.77906027133	304.936031981103	463.081225645092
Smooth muscle	440.794534413632	504.795401829851	565.956466412731	452.312715507454	473.309012427363	415.339361080738	742.357636464642	626.33205387821	650.6675628329	582.883967641594	246.012254881602	375.508742030098	318.319386177021	528.014577345836	313.084288985521	702.14438435854	339.849590685469	508.207857782261	342.222395827887	381.454642684444	231.823471738439	343.457126568513	439.311639460041	598.921402048615	480.577574550439	617.071973601399	548.798900039604	492.023165976404	977.704150700125	405.155525686936	418.2461923213	638.805038607478	511.836031503504	407.79506942772	374.408752765105	485.352488217186	436.621293100443	477.196674568665	800.983146313343	527.809365129941	320.95325941753	669.121080134174	634.485017900965	596.77986050378	237.860397770828	592.263020115621	608.144607266517	585.171845914961	233.349534216873	429.833143543083	438.147612839574	297.72080768838	543.612557222564	658.410762520252	411.526214376133	476.512924546778	550.740945385497	473.135294095616	562.312052584964	642.927242759009	527.4174303264	769.052464342926	567.031773473827	574.922411124421	569.210861750244	617.283398619495	450.419529122736	365.176262615081	562.795527332081	528.644538909225	571.976513957903	479.627898594876	466.996737134487	542.117617710859	470.961311923112	674.746811870368	719.281470916063	595.970539060358	632.993188698275	533.298048838619	534.195453514705	386.102561886093	695.890630300656	414.763736624933	399.763083178819	322.062953066082	558.041424122047	441.89405632496	604.733940987434	543.137129709288	585.651508240353	429.22304399307	367.785088072037	704.626678796323	601.321369906595
Tgd cells	183.985767334295	145.265009714395	194.926083282367	276.479087291721	286.208374994259	243.33387820594	45.6122712991904	78.8223921381611	77.0915898928703	8.25316280786683	129.161676653319	215.837497228287	490.763196984043	149.908424361796	111.709251408801	70.2396771673263	222.252387985854	153.399484921354	279.041107837802	258.334086494499	291.023061756342	305.04704537103	186.462521516301	164.934200284137	162.185111024424	99.229350747473	195.849783398564	250.044343567684	405.736179276871	89.7061817058178	200.212800445521	138.777475604277	322.991160744195	227.03438552849	365.120669296156	248.148477985724	62.6771136964665	204.322585115449	218.305958675818	196.810535746879	292.796399015888	73.8101231696552	163.820691096036	137.981993809389	259.587976406749	260.95090475799	60.7526612141901	159.288406231188	302.217722243791	218.654455586888	332.088469777396	170.105267057012	183.441508567801	300.434439456834	330.418164062414	128.821270209544	213.840586184147	374.012807865977	293.649447274617	311.927049122493	427.673390121826	41.7224593718123	189.92879775907	121.440809111446	42.0608478916244	202.856871095211	123.083274438695	80.4894525163688	308.800010305243	85.9460658253111	414.874629485941	86.1528044380238	408.244889121927	321.52180919413	408.594610354783	20.2866547334667	78.2383398096802	321.489210610652	372.29908221425	334.386882954254	316.232650264693	76.5574614031478	71.7347363912168	541.572971659227	372.554841420042	187.381217311601	222.636710617086	193.655994805839	148.329686283536	167.970135559835	121.0809988936	39.3381574325028	224.200759999928	189.513733998132	49.4583347790573
Th1 cells	401.017917654066	422.743297848365	240.113997524282	796.730045662774	1130.65156483098	622.595706998057	465.555991099627	794.77200725583	407.245105039352	623.941189505903	432.546707728974	639.431747689496	1390.34831689042	775.803403792212	370.381296567186	632.397131105528	363.512181647861	449.32116068209	786.006699689329	635.755071858624	763.866029092485	1198.27509308732	485.723910382749	570.753752443102	1056.94299214633	698.304991348645	55.55577572263	977.353509819324	519.247294531345	95.8120649498169	628.594976938363	519.403968099605	772.831644617458	1255.71548138613	409.944941469673	478.261794080267	125.72465218796	446.544192279123	598.063038446482	411.078376349722	503.404166345989	608.243981353422	609.470019888068	496.921993819037	640.516723866283	1296.71445893392	261.753728129832	263.87336875985	823.692962378389	611.436310231594	467.923674910173	617.429012592588	557.422287497871	545.746491733031	605.150335818481	641.608887262874	488.618317213642	181.510971580302	747.109982205009	24.7366518557686	972.433206763808	310.307579926856	784.002819411992	343.135593683976	299.940278180666	989.917545981187	227.32531348189	1161.51039289264	1011.58542247432	505.137002268028	552.685931387634	783.69050523084	862.980535508168	506.075876168246	725.042194912439	195.194701696105	76.5671877997781	1157.52088218101	404.461953143329	838.386782063589	351.996109017015	404.830037462364	401.114352490909	1460.79060647283	790.61481012908	311.211059871691	775.013201291094	567.765644230333	150.493899328794	393.647645747377	626.396261400601	525.928091516936	1329.51306669097	342.235835716559	565.050991546408
Th2 cells	626.697968172842	438.954419283338	610.958176071144	790.516540005667	553.031038867555	669.886033734591	394.264516085053	380.612341943551	135.538218371626	228.520884179139	529.715966997849	283.333694880354	1062.61380717337	236.820234818202	420.993251156729	438.729031779561	533.450870623798	522.380637605556	424.019240929306	551.449406960745	586.753341592601	443.488721001934	535.515588362242	512.010723643454	143.215161081005	223.501102906097	391.805410990205	545.606424040986	994.345240058881	275.505961997719	457.776154882192	362.3697834012	795.409477690942	588.184012967958	718.040640925027	368.26114043256	316.417790579194	252.558329992749	461.005630281507	300.01330121608	486.996621665248	449.954823597226	571.701123275045	354.269525383202	556.122640830564	738.692878530055	335.364783759032	380.555470048546	544.71968772308	519.412941650062	555.998961304707	175.49146106973	531.036315604301	785.531619638543	788.595841449894	345.016016280705	737.545899224195	774.05444300263	621.586551744913	783.859169886613	424.644184898265	649.778105335364	641.452387176883	315.596397714884	348.361212478731	404.818492976359	350.628069972337	17.9174628279387	651.218789935231	464.231867098286	1246.8562979279	239.935624355361	969.678842593226	659.63415796235	872.287415336095	401.172954132173	445.253585648364	672.33551918231	1142.15687703002	630.074425558165	967.827083850802	428.275704873716	353.58610737246	883.569354878783	464.96396528778	401.517149860693	505.881210012871	471.065943161425	240.358068324909	767.678838412783	480.032254639453	216.240096899883	395.040642116471	678.915819203865	308.323485438313
Tregs	832.546021976112	685.546617433334	1018.2127606692	582.740773098107	546.009266351367	1025.28823440814	673.11699771116	530.381883217005	602.421332332579	530.646014073247	647.57994343088	671.597925070169	162.637016790104	540.049972511623	805.639671093256	547.649040389314	766.771063741613	866.545311574195	1066.60575291032	677.901164320183	694.729929101622	299.907935082879	675.143844390194	678.269352556922	612.024921341548	452.49523512101	1010.77150272935	524.543300029764	478.026106657394	891.43579226139	515.197968853519	561.916695988779	644.728766345203	323.842448874769	1399.0004025024	704.635103590729	995.341335687973	1006.55641045076	528.476624630181	924.921982670096	805.192852252755	441.8928042633	704.307039136963	717.187549476467	671.8563395425	130.207306479592	752.162705822783	638.618723011075	740.165666094591	747.884577394687	1092.0536006882	706.437698261775	710.985400252787	804.786103812238	882.17527923889	558.215928630691	730.547452563395	1309.48448574508	539.878989681542	987.838840374644	193.970657164616	653.047576018347	641.03632135877	518.809210386241	657.750909004469	400.864347227277	747.019534889279	81.4271321607903	436.025579529907	785.984803929758	780.139244294755	486.049433201719	556.680576367904	639.898778996413	916.769183235643	511.508964724656	882.82362369978	370.595750965031	691.79702177723	537.468928059594	978.42685614828	618.98593706993	668.913923779727	421.487532423044	695.216460870729	1071.36553947941	462.338915427386	702.295912619139	1415.11447758524	965.325061082073	470.187248657142	601.797177905289	437.002620323271	506.088139940407	637.246442413919
aDC	353.023580982625	175.827877808847	1142.16775782641	755.478295863855	1377.77692715424	1005.19766446223	310.929344869634	646.145330557992	977.178708066405	378.473330013496	1044.89004517421	680.851886484356	87.4527949564501	1221.90684984158	420.079492471795	881.330376301216	270.904942901655	1134.85962571002	478.73579374727	368.90832689334	699.014140349181	218.314572936963	516.175269010917	165.703100256613	509.57763152184	817.538579441128	1609.35226338474	51.9842359532256	877.817246428615	902.791858153811	651.007265062728	972.487412470215	325.118068836084	301.07363240088	2118.88998536637	641.53335534167	608.081927248591	1514.48905841879	1184.52476542453	794.530959153014	741.842991345795	655.512953188982	1042.24984208236	796.615020394368	232.389891683565	212.700864158951	968.823822681314	620.778485350226	167.518362191011	478.202913048953	1725.17622417235	481.641097423846	261.734911758821	1060.22902964458	752.824668661646	399.645683744294	379.29087522227	2334.44450606015	561.287601567672	1174.12004752763	698.311384138073	727.642299003069	326.904395544871	464.16144473971	965.191110572204	1008.9820570427	441.475612913641	873.128511061299	1742.41809727667	688.931138944344	467.650485768781	574.727746560248	353.303708183014	407.109792182729	642.121487787305	437.445507254594	892.083445539815	947.878515987837	695.748400182033	619.414682346372	1229.76420806098	630.966400288703	1126.72939603794	722.390334451072	260.085576037958	872.130074064648	630.47640593041	417.431690215266	1039.61582483598	811.615107255487	536.24833185071	671.178060437342	904.670699856265	1122.31386926205	256.241739802103
cDC	590.647601298209	697.715145480481	1097.00853609407	619.04252323837	829.672254399558	1011.77379657145	706.365348826116	305.127855565634	779.225467619148	673.933115886233	884.411691034778	620.176223806521	103.605959015383	638.382609755952	532.034273982389	576.191973987328	544.87407986687	974.457348063999	795.648667562413	272.101311519349	569.476137785208	281.248633688843	638.24407492591	569.779767054392	555.710989447655	789.969992565868	1261.63462356283	433.430328778634	720.863381400114	892.707959239438	537.100973301329	839.227945888666	353.483853277599	268.821619409528	1289.43072869822	440.655690870883	736.232204538548	756.502164799881	700.800516020557	568.685440751888	626.381389135248	523.093571902898	660.639314165829	739.440646188188	372.685107748125	293.617512396459	790.945682829243	801.218273622329	486.939875051672	610.872759180109	1119.36073901054	347.915982064988	480.788051263389	722.79165501185	836.279374999966	716.883947892081	715.225835810524	1423.55688897983	614.534976471149	1058.11076617734	507.380611963173	766.411464806736	656.557078571895	496.113284731913	762.218428150304	607.322830732753	738.978942574767	410.578025526977	953.660698842004	578.839677906749	704.138337930053	483.726900145744	312.844527029032	681.008342661691	552.223155962936	456.316300894176	884.834548860835	435.387916028161	654.090833618418	621.529169327773	751.072143166942	780.310352426152	796.893226494418	500.034572953195	328.281878422569	884.587553586207	467.949270208205	537.006112021512	1095.01076057004	811.043380022597	741.336270981687	815.79951386692	481.854906569887	711.348654369318	582.216796893468
iDC	680.329125925057	662.341941446618	864.188444853286	536.508437849947	553.17826579879	985.853314019344	610.35218100924	482.930725662358	797.49104879508	678.869891523629	1203.44382692727	478.516461663313	554.224801473408	656.170555838556	440.781957078135	686.228237657662	592.091224291262	985.897341498532	252.165166330794	312.365715524864	484.789629915517	263.172272890806	182.243072646077	694.637921582688	445.337008211844	652.810745956813	1236.9528023517	570.671892435695	981.68647904737	868.348608512711	760.814506746024	866.923147591871	212.334720623649	691.612095354738	1091.13351067732	634.85069018725	673.046348667044	413.395619377197	465.822786549043	456.835945041496	334.645241551274	197.885689773807	732.506550542574	688.204983860715	855.022224667659	464.367955846265	784.563184583049	1076.60712603213	538.728740790359	376.987251881592	1077.25613557198	529.137259026215	728.393144302595	780.984617367213	915.194311511695	694.01109187773	836.027393358353	1338.72344571961	960.544543143678	1045.12216419308	179.860176464986	1284.82475449882	932.681281580674	534.874464794927	918.070563416415	1211.65587755788	634.242190448002	144.744662546153	811.335356085106	523.92951100914	308.377156960223	314.729768998872	365.425154894993	791.44721386687	498.66463319167	59.264915980924	889.027338080407	645.439414421105	1125.08490993137	191.050821893448	866.895432193983	755.415895274991	841.374374577807	410.888061796462	160.372392697313	1263.76023418908	660.066478343792	742.271799720411	1183.41594074736	589.317387775193	602.307963190725	545.351978479118	464.1343444613	747.094046581098	500.660145612973
ly Endothelial cells	976.495607428795	259.279191729065	1002.89503932732	678.171367721212	481.106874336404	344.429790280296	350.561911091965	1605.83223895288	1860.91076147695	974.365511234208	1368.74375240595	1079.09322012765	829.614535407003	1261.47584286123	393.035423432027	1154.53735916513	832.719343874121	465.786872661534	228.431889242376	1237.79510004405	588.583563260462	708.934885120091	1430.1873668201	786.151509893506	823.720206095402	532.84526219775	772.428602280961	471.979546706002	672.979098803832	1143.55743842981	582.231492220878	1384.42781882891	419.938793592264	1036.81892318677	384.169799137033	1972.35118883129	905.877891416194	1053.39714594345	1155.01475382332	1034.95221612988	1590.31736168271	1408.55170556131	609.136014467948	405.780790385019	90.6196310623405	628.906553946569	1440.44473206051	1365.80356114287	183.287593030139	914.010126473246	701.13828356181	1054.58384898478	613.997560773758	1890.38740745528	675.779546013609	594.06977034691	280.327983351988	733.516374790738	574.980681892415	643.55585716178	1743.48598629364	820.211815440222	469.288468455645	1231.48494140451	1081.32639165141	757.694215288614	378.272876446412	1627.93534459215	774.072875236532	248.942914249042	762.184260635365	664.450152596328	1176.03820703115	938.022964802825	1398.36576776647	1083.8925362922	1261.90600421107	936.038995486426	10.9440027535938	1334.98610878354	738.842256313347	749.705369729072	710.729359595435	970.25197745107	1529.25533462788	616.088835737216	728.609072848522	639.157201212299	905.828650565245	803.075439517342	2163.11568036238	742.970086673225	860.484041323543	1045.09703402974	1117.79922017587
mv Endothelial cells	522.067972395221	157.32397769714	484.354240059706	481.301578439779	516.342092098347	259.312675851183	180.176488304967	879.237490076976	1034.09623071343	576.875318527823	777.822108917524	654.551964059718	687.597449891235	711.593261173275	343.437613064103	679.88910434658	600.914051154594	329.025488774394	200.054872589417	806.377821925563	409.540923899309	576.952019495714	727.301776855274	463.978062582454	560.330824428042	369.763589120208	527.739639959809	391.788710061841	423.287433749158	571.788297989872	454.232662593821	736.863306057639	352.147169898337	796.410091818251	150.012615062997	1112.5267702077	466.344577445914	601.435941868759	700.465360099516	555.669764104969	860.414437646982	723.5960294379	387.75715015906	314.575017354719	152.081316918504	588.706454507195	826.006531497284	817.604036540068	248.272188958068	494.401641632231	460.549772816988	564.634868901502	361.868587971585	955.572063153589	447.372481724221	399.029384412997	154.830434591567	417.910218824866	424.481039707684	329.345972056879	1021.26016822623	461.838336246922	360.215288382073	782.284240295082	588.551506693523	554.915057006019	295.369680410842	1026.16812028755	653.24993972175	267.860638209681	435.743089611205	515.38512571402	740.488460056956	551.243017074094	767.908254703509	566.593019457944	610.59004455592	741.423200185076	149.229824414264	746.554473020147	453.607110966818	409.61070585453	447.450340133528	673.643765001751	856.045135559852	340.66700547233	536.705267604513	484.649843678431	396.73428220102	381.749674021138	1155.96564800303	467.095200000005	674.387603509681	595.610618557143	610.19190782109
naive B-cells	715.974667893163	549.24540459305	796.165184993264	458.619909103218	569.045176794351	883.483120983413	555.077398074153	442.32123977049	419.843926262883	403.091667121427	389.906512703795	589.619337320263	265.347418689115	396.786553114604	436.317102612819	216.383088164324	402.229659220738	689.825518226032	576.079575114248	319.02410144592	548.637055871557	293.77436661284	515.084593715813	502.226521687826	626.074036959088	382.443889695866	587.64834917117	436.497329280427	611.235037684235	778.090585737988	521.312325995283	427.618918255079	529.892668616881	344.398499480018	1071.04144250391	259.539617022267	658.085922303174	888.433673313813	461.706918082438	635.275933116144	508.438483426115	324.397293249327	534.339665163996	502.406040624423	509.606961099488	216.793927362335	571.38116033469	405.193212993957	505.519078954152	546.772755535606	1318.94281985779	484.207977909261	433.578161612636	446.69334121105	836.920098414776	474.464230065923	618.175132646957	1782.5813304721	361.43421457535	661.829391998049	352.554120215565	458.094082820284	490.224178722051	375.056946764803	489.992868728179	291.987287019814	653.625410098484	232.671284766285	427.520775867509	967.874119279467	556.861444691941	357.752354039565	579.179766945651	447.305742337863	628.628185225799	433.639717801743	569.102915392274	600.583841218351	436.868753637442	480.2406310257	462.648592073245	510.381807629985	633.129259933205	611.304404981259	451.550829504573	856.001029657776	325.703778758702	435.682905934333	665.505813412794	631.211872742834	489.575428187929	446.270387129377	239.271187557758	390.549786276296	377.712737061738
pDC	765.139972003054	635.351776568421	798.630497563809	627.097379713442	614.350975613637	877.110902671534	655.415960603109	635.298716726999	430.969183090624	643.913280420331	623.377901295027	512.214556511905	347.037880310085	569.547979423618	605.354098369757	633.156396154502	303.807486167161	791.251186151713	743.607800281359	721.615389210933	619.740127976164	537.983396308686	584.927410665131	754.238847012812	715.495985843626	711.291927446284	876.992811325223	642.967305205326	680.57484626059	811.909504580365	645.788147475507	683.729582406825	634.060933638222	234.55263741001	1105.69371700483	533.018455884387	608.581640758421	706.270736147742	720.777333091154	453.782811156221	605.852509783439	637.486120084864	416.99376666725	667.165824227411	732.085081300461	450.636834145481	596.051288697749	682.374663714482	793.825440553647	720.527520971805	927.465522175566	677.622142053638	683.126695781561	777.907055686352	678.618939765175	739.168863511039	691.324863082343	929.508958849928	715.161559254806	698.753570744746	557.370100354761	636.245944782296	617.008864044075	485.496559060379	688.122301035335	687.099921648442	785.771839926314	297.314597795662	658.344483857641	633.959964203776	380.496397786404	701.078370861538	710.524792336337	416.579430870009	733.746843892147	557.777718545886	675.072952528801	576.098054868881	683.660725781661	772.512281064883	541.732525311336	697.405476722709	521.948085296447	219.776525473407	686.961083034099	786.604457724951	631.456799199198	507.92046532351	740.483402281042	740.621300701048	611.053353132643	716.408177253635	499.877628061963	722.159355120587	633.956518298644
pro B-cells	231.436211566605	172.673737980806	188.128986309311	392.863703902681	492.18951392303	315.504965192559	204.457750788608	675.323614292293	347.821616333324	250.22002238627	247.88695997357	365.761255928751	791.891762852405	435.094864681979	222.145907646074	415.834885124055	295.283588958003	253.75967085391	257.296616343654	372.356659423165	425.961588871003	508.752043254591	211.303338701664	318.171452153106	500.561741380863	276.316469173737	202.991303920654	358.043150937641	378.559329075598	183.851972123583	340.674757335659	213.819758540138	376.635477241944	641.939770054899	291.547571279704	474.943917855493	193.725050122627	319.905251228528	365.574978573351	360.819602064922	290.026365272311	243.899215130598	223.401822317927	205.036204186092	275.101949019082	470.299098567678	353.895206503645	273.340006592914	338.147567485921	235.041423033146	438.115202731528	273.494720782654	205.06696813974	573.615864976172	395.220007522461	221.045330728949	206.416680743153	566.172407550007	512.53558112697	191.692048628826	581.644447159777	221.564712509602	375.722555175682	283.041800450671	151.010163141617	341.465656406226	138.375185298308	570.972847722111	526.109208242373	364.425500993511	277.741299827275	343.387626236699	544.214987129743	231.885529916398	400.646328749904	325.681260925082	109.670688538292	596.716760750375	373.107419229708	323.63563438443	493.892431316384	236.250712504756	204.722666931639	712.409372733749	397.216212184612	232.672791296082	391.289137720752	314.162869662227	102.493678810219	182.192790853765	241.372937410187	271.236719144708	637.604551293702	225.761394905558	251.652159072843
