driver;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.2
BICD2;0.0;3.0;3.0;0.0;0.0;3.0
BID;3.0;14.0;14.0;3.0;3.0;14.0
BIK;0.0;1.0;1.0;0.0;0.0;1.0
BIN1;1.0;1.0;1.0;1.0;1.0;1.0
BIN2;1.0;7.0;7.0;1.0;1.0;7.0
BIN3;0.0;2.0;2.0;0.0;0.0;2.0
BIRC2;3.0;8.0;8.0;3.0;3.0;8.0
BIRC3;3.0;5.0;5.0;3.0;3.0;5.0
BIRC5;2.0;15.0;15.0;2.0;2.0;15.0
BIRC6;1.0;0.0;0.0;1.0;1.0;0.0
BLK;1.0;8.0;8.0;1.0;1.0;8.0
BLM;0.0;2.0;2.0;0.0;0.0;2.0
BLNK;1.0;3.0;3.0;1.0;1.0;3.0
BLOC1S1;0.0;3.0;3.0;0.0;0.0;3.0
BLOC1S2;0.0;1.0;1.0;0.0;0.0;1.0
BLOC1S3;0.0;3.0;3.0;0.0;0.0;3.0
BMF;2.0;3.0;3.0;2.0;2.0;3.0
BMI1;0.0;1.0;1.0;0.0;0.0;1.0
BMP1;2.0;10.0;10.0;2.0;2.0;10.0
BMP15;0.0;1.0;1.0;0.0;0.0;1.0
BMP2;3.0;22.0;22.0;3.0;3.0;22.0
BMP2K;0.0;3.0;3.0;0.0;0.0;3.0
BMP3;3.0;12.0;12.0;3.0;3.0;12.0
BMP4;2.0;10.0;10.0;2.0;2.0;10.0
BMP5;3.0;18.0;18.0;3.0;3.0;18.0
BMP6;1.0;8.0;8.0;1.0;1.0;8.0
BMP7;0.0;4.0;4.0;0.0;0.0;4.0
BMP8B;2.0;2.0;2.0;2.0;2.0;2.0
BMPR1A;1.0;15.0;15.0;1.0;1.0;15.0
BMPR1B;0.0;3.0;3.0;0.0;0.0;3.0
BMPR2;0.0;8.0;8.0;0.0;0.0;8.0
BMX;3.0;21.0;21.0;3.0;3.0;21.0
BNIP1;1.0;2.0;2.0;1.0;1.0;2.0
BNIP2;0.0;1.0;1.0;0.0;0.0;1.0
BNIP3;0.0;1.0;1.0;0.0;0.0;1.0
BNIP3L;1.0;0.0;0.0;1.0;1.0;0.0
BOC;0.0;2.0;2.0;0.0;0.0;2.0
BPTF;0.0;1.0;1.0;0.0;0.0;1.0
BRAF;1.0;9.0;9.0;1.0;1.0;9.0
BRCA1;2.0;17.0;17.0;2.0;2.0;17.0
BRCC3;1.0;2.0;2.0;1.0;1.0;2.0
BRD8;1.0;8.0;8.0;1.0;1.0;8.0
BRE;0.0;1.0;1.0;0.0;0.0;1.0
BRF1;2.0;7.0;7.0;2.0;2.0;7.0
BRF2;2.0;4.0;4.0;2.0;2.0;4.0
BRSK2;0.0;1.0;1.0;0.0;0.0;1.0
BSG;3.0;13.0;13.0;3.0;3.0;13.0
BTBD1;0.0;1.0;1.0;0.0;0.0;1.0
BTF3;2.0;2.0;2.0;2.0;2.0;2.0
BTG1;0.0;2.0;2.0;0.0;0.0;2.0
BTG2;0.0;5.0;5.0;0.0;0.0;5.0
BTK;2.0;14.0;14.0;2.0;2.0;14.0
BTN3A3;0.0;3.0;3.0;0.0;0.0;3.0
BTRC;3.0;7.0;7.0;3.0;3.0;7.0
BUB1;2.0;9.0;9.0;2.0;2.0;9.0
BUB1B;2.0;10.0;10.0;2.0;2.0;10.0
BUB3;3.0;23.0;23.0;3.0;3.0;23.0
BYSL;2.0;12.0;12.0;2.0;2.0;12.0
C1QA;1.0;12.0;12.0;1.0;1.0;12.0
C1QB;0.0;8.0;8.0;0.0;0.0;8.0
C1QBP;0.0;2.0;2.0;0.0;0.0;2.0
C1QC;0.0;5.0;5.0;0.0;0.0;5.0
C1R;1.0;5.0;5.0;1.0;1.0;5.0
C1S;1.0;3.0;3.0;1.0;1.0;3.0
C2;1.0;10.0;10.0;1.0;1.0;10.0
C3;0.0;10.0;10.0;0.0;0.0;10.0
C3AR1;0.0;2.0;2.0;0.0;0.0;2.0
C4BPA;0.0;2.0;2.0;0.0;0.0;2.0
C5;1.0;5.0;5.0;1.0;1.0;5.0
C6;0.0;1.0;1.0;0.0;0.0;1.0
C7;1.0;19.0;19.0;1.0;1.0;19.0
C8A;0.0;1.0;1.0;0.0;0.0;1.0
C8B;1.0;1.0;1.0;1.0;1.0;1.0
C8G;0.0;1.0;1.0;0.0;0.0;1.0
C9;0.0;1.0;1.0;0.0;0.0;1.0
CA1;0.0;6.0;6.0;0.0;0.0;6.0
CA2;1.0;10.0;10.0;1.0;1.0;10.0
CAB39;3.0;15.0;15.0;3.0;3.0;15.0
CABIN1;0.0;4.0;4.0;0.0;0.0;4.0
CABP1;0.0;1.0;1.0;0.0;0.0;1.0
CACNA1A;1.0;14.0;14.0;1.0;1.0;14.0
CACNA1C;0.0;12.0;12.0;0.0;0.0;12.0
CACNA1D;0.0;1.0;1.0;0.0;0.0;1.0
CACNA1G;1.0;4.0;4.0;1.0;1.0;4.0
CACNA1H;0.0;4.0;4.0;0.0;0.0;4.0
CACNA1I;0.0;2.0;2.0;0.0;0.0;2.0
CACNA2D1;0.0;3.0;3.0;0.0;0.0;3.0
CACNA2D3;0.0;2.0;2.0;0.0;0.0;2.0
CACNB1;0.0;6.0;6.0;0.0;0.0;6.0
CACNB4;0.0;1.0;1.0;0.0;0.0;1.0
CACNG2;0.0;4.0;4.0;0.0;0.0;4.0
CACNG4;0.0;1.0;1.0;0.0;0.0;1.0
CACNG5;0.0;6.0;6.0;0.0;0.0;6.0
CACNG7;2.0;6.0;6.0;2.0;2.0;6.0
CACYBP;1.0;0.0;0.0;1.0;1.0;0.0
CAD;3.0;14.0;14.0;3.0;3.0;14.0
CALB2;0.0;2.0;2.0;0.0;0.0;2.0
CALD1;1.0;12.0;12.0;1.0;1.0;12.0
CALM1;3.0;20.0;20.0;3.0;3.0;20.0
CALML3;0.0;1.0;1.0;0.0;0.0;1.0
CALML5;0.0;8.0;8.0;0.0;0.0;8.0
CALML6;1.0;10.0;10.0;1.0;1.0;10.0
CALR;1.0;9.0;9.0;1.0;1.0;9.0
CAMK1;0.0;1.0;1.0;0.0;0.0;1.0
CAMK2A;1.0;16.0;16.0;1.0;1.0;16.0
CAMK2B;0.0;3.0;3.0;0.0;0.0;3.0
CAMK2D;3.0;6.0;6.0;3.0;3.0;6.0
CAMK2G;1.0;16.0;16.0;1.0;1.0;16.0
CAMK4;0.0;9.0;9.0;0.0;0.0;9.0
CAMKK1;1.0;7.0;7.0;1.0;1.0;7.0
CAMKK2;1.0;0.0;0.0;1.0;1.0;0.0
CAMP;1.0;4.0;4.0;1.0;1.0;4.0
CAND1;0.0;1.0;1.0;0.0;0.0;1.0
CAND2;2.0;9.0;9.0;2.0;2.0;9.0
CANX;1.0;1.0;1.0;1.0;1.0;1.0
CAP1;1.0;8.0;8.0;1.0;1.0;8.0
CAP2;0.0;7.0;7.0;0.0;0.0;7.0
CAPN1;1.0;7.0;7.0;1.0;1.0;7.0
CAPN2;2.0;6.0;6.0;2.0;2.0;6.0
CAPNS1;0.0;1.0;1.0;0.0;0.0;1.0
CAPRIN1;0.0;3.0;3.0;0.0;0.0;3.0
CAPZA1;0.0;4.0;4.0;0.0;0.0;4.0
CAPZB;2.0;3.0;3.0;2.0;2.0;3.0
CARD11;1.0;2.0;2.0;1.0;1.0;2.0
CARD8;0.0;2.0;2.0;0.0;0.0;2.0
CARM1;2.0;15.0;15.0;2.0;2.0;15.0
CASK;1.0;9.0;9.0;1.0;1.0;9.0
CASP1;1.0;8.0;8.0;1.0;1.0;8.0
CASP10;3.0;13.0;13.0;3.0;3.0;13.0
CASP2;2.0;18.0;18.0;2.0;2.0;18.0
CASP3;3.0;16.0;16.0;3.0;3.0;16.0
CASP4;0.0;2.0;2.0;0.0;0.0;2.0
CASP5;2.0;7.0;7.0;2.0;2.0;7.0
CASP6;1.0;6.0;6.0;1.0;1.0;6.0
CASP7;3.0;19.0;19.0;3.0;3.0;19.0
CASP9;2.0;14.0;14.0;2.0;2.0;14.0
CASR;0.0;2.0;2.0;0.0;0.0;2.0
CAST;2.0;5.0;5.0;2.0;2.0;5.0
CAT;0.0;8.0;8.0;0.0;0.0;8.0
CAV1;0.0;19.0;19.0;0.0;0.0;19.0
CAV2;0.0;1.0;1.0;0.0;0.0;1.0
CAV3;0.0;6.0;6.0;0.0;0.0;6.0
CBFA2T3;0.0;1.0;1.0;0.0;0.0;1.0
CBFB;1.0;3.0;3.0;1.0;1.0;3.0
CBL;0.0;12.0;12.0;0.0;0.0;12.0
CBLB;1.0;6.0;6.0;1.0;1.0;6.0
CBLC;1.0;9.0;9.0;1.0;1.0;9.0
CBLN4;0.0;1.0;1.0;0.0;0.0;1.0
CBS;0.0;1.0;1.0;0.0;0.0;1.0
CBX3;3.0;13.0;13.0;3.0;3.0;13.0
CBX4;3.0;9.0;9.0;3.0;3.0;9.0
CBX8;2.0;4.0;4.0;2.0;2.0;4.0
CCAR1;0.0;9.0;9.0;0.0;0.0;9.0
CCDC59;1.0;0.0;0.0;1.0;1.0;0.0
CCKAR;1.0;7.0;7.0;1.0;1.0;7.0
CCKBR;1.0;2.0;2.0;1.0;1.0;2.0
CCL11;1.0;10.0;10.0;1.0;1.0;10.0
CCL13;3.0;6.0;6.0;3.0;3.0;6.0
CCL14;1.0;4.0;4.0;1.0;1.0;4.0
CCL15;1.0;6.0;6.0;1.0;1.0;6.0
CCL16;2.0;9.0;9.0;2.0;2.0;9.0
CCL17;0.0;2.0;2.0;0.0;0.0;2.0
CCL18;0.0;8.0;8.0;0.0;0.0;8.0
CCL19;0.0;3.0;3.0;0.0;0.0;3.0
CCL2;0.0;10.0;10.0;0.0;0.0;10.0
CCL20;1.0;1.0;1.0;1.0;1.0;1.0
CCL21;0.0;16.0;16.0;0.0;0.0;16.0
CCL22;0.0;2.0;2.0;0.0;0.0;2.0
CCL23;0.0;5.0;5.0;0.0;0.0;5.0
CCL28;3.0;7.0;7.0;3.0;3.0;7.0
CCL3;0.0;5.0;5.0;0.0;0.0;5.0
CCL4;1.0;4.0;4.0;1.0;1.0;4.0
CCL5;2.0;6.0;6.0;2.0;2.0;6.0
CCL7;0.0;4.0;4.0;0.0;0.0;4.0
CCL8;2.0;9.0;9.0;2.0;2.0;9.0
CCNA1;0.0;14.0;14.0;0.0;0.0;14.0
CCNA2;2.0;9.0;9.0;2.0;2.0;9.0
CCNB1;2.0;16.0;16.0;2.0;2.0;16.0
CCNB2;1.0;5.0;5.0;1.0;1.0;5.0
CCNC;1.0;6.0;6.0;1.0;1.0;6.0
CCND1;3.0;22.0;22.0;3.0;3.0;22.0
CCND2;1.0;5.0;5.0;1.0;1.0;5.0
CCND3;0.0;4.0;4.0;0.0;0.0;4.0
CCNE1;1.0;9.0;9.0;1.0;1.0;9.0
CCNE2;1.0;3.0;3.0;1.0;1.0;3.0
CCNF;2.0;11.0;11.0;2.0;2.0;11.0
CCNG1;0.0;1.0;1.0;0.0;0.0;1.0
CCNH;2.0;11.0;11.0;2.0;2.0;11.0
CCNK;2.0;6.0;6.0;2.0;2.0;6.0
CCNL1;0.0;1.0;1.0;0.0;0.0;1.0
CCNT1;3.0;11.0;11.0;3.0;3.0;11.0
CCNT2;0.0;4.0;4.0;0.0;0.0;4.0
CCR1;2.0;15.0;15.0;2.0;2.0;15.0
CCR10;1.0;9.0;9.0;1.0;1.0;9.0
CCR2;2.0;17.0;17.0;2.0;2.0;17.0
CCR3;0.0;10.0;10.0;0.0;0.0;10.0
CCR4;0.0;4.0;4.0;0.0;0.0;4.0
CCR5;2.0;17.0;17.0;2.0;2.0;17.0
CCR6;1.0;5.0;5.0;1.0;1.0;5.0
CCR7;1.0;8.0;8.0;1.0;1.0;8.0
CCR8;1.0;13.0;13.0;1.0;1.0;13.0
CCR9;1.0;6.0;6.0;1.0;1.0;6.0
CCT2;3.0;14.0;14.0;3.0;3.0;14.0
CCT3;2.0;6.0;6.0;2.0;2.0;6.0
CCT4;3.0;7.0;7.0;3.0;3.0;7.0
CCT5;2.0;17.0;17.0;2.0;2.0;17.0
CCT6A;3.0;18.0;18.0;3.0;3.0;18.0
CCT6B;1.0;0.0;0.0;1.0;1.0;0.0
CCT7;2.0;9.0;9.0;2.0;2.0;9.0
CCT8;1.0;3.0;3.0;1.0;1.0;3.0
CCT8L2;0.0;1.0;1.0;0.0;0.0;1.0
CD14;1.0;9.0;9.0;1.0;1.0;9.0
CD151;1.0;0.0;0.0;1.0;1.0;0.0
CD163;0.0;1.0;1.0;0.0;0.0;1.0
CD180;0.0;2.0;2.0;0.0;0.0;2.0
CD19;2.0;5.0;5.0;2.0;2.0;5.0
CD1A;1.0;0.0;0.0;1.0;1.0;0.0
CD1B;1.0;6.0;6.0;1.0;1.0;6.0
CD1C;1.0;16.0;16.0;1.0;1.0;16.0
CD1D;0.0;11.0;11.0;0.0;0.0;11.0
CD1E;0.0;4.0;4.0;0.0;0.0;4.0
CD2;0.0;9.0;9.0;0.0;0.0;9.0
CD200R1;0.0;2.0;2.0;0.0;0.0;2.0
CD209;2.0;9.0;9.0;2.0;2.0;9.0
CD24;0.0;1.0;1.0;0.0;0.0;1.0
CD244;1.0;7.0;7.0;1.0;1.0;7.0
CD247;2.0;14.0;14.0;2.0;2.0;14.0
CD27;3.0;11.0;11.0;3.0;3.0;11.0
CD28;2.0;10.0;10.0;2.0;2.0;10.0
CD2AP;3.0;3.0;3.0;3.0;3.0;3.0
CD2BP2;2.0;2.0;2.0;2.0;2.0;2.0
CD300A;0.0;4.0;4.0;0.0;0.0;4.0
CD33;1.0;8.0;8.0;1.0;1.0;8.0
CD34;0.0;1.0;1.0;0.0;0.0;1.0
CD36;2.0;20.0;20.0;2.0;2.0;20.0
CD37;1.0;4.0;4.0;1.0;1.0;4.0
CD3D;1.0;9.0;9.0;1.0;1.0;9.0
CD3E;1.0;13.0;13.0;1.0;1.0;13.0
CD3EAP;1.0;6.0;6.0;1.0;1.0;6.0
CD3G;1.0;12.0;12.0;1.0;1.0;12.0
CD4;2.0;21.0;21.0;2.0;2.0;21.0
CD40;1.0;6.0;6.0;1.0;1.0;6.0
CD40LG;3.0;10.0;10.0;3.0;3.0;10.0
CD44;2.0;14.0;14.0;2.0;2.0;14.0
CD47;0.0;1.0;1.0;0.0;0.0;1.0
CD48;3.0;17.0;17.0;3.0;3.0;17.0
CD52;0.0;4.0;4.0;0.0;0.0;4.0
CD53;1.0;7.0;7.0;1.0;1.0;7.0
CD55;0.0;1.0;1.0;0.0;0.0;1.0
CD59;0.0;4.0;4.0;0.0;0.0;4.0
CD6;0.0;2.0;2.0;0.0;0.0;2.0
CD63;0.0;5.0;5.0;0.0;0.0;5.0
CD7;1.0;4.0;4.0;1.0;1.0;4.0
CD70;1.0;1.0;1.0;1.0;1.0;1.0
CD72;0.0;10.0;10.0;0.0;0.0;10.0
CD74;1.0;5.0;5.0;1.0;1.0;5.0
CD79A;2.0;7.0;7.0;2.0;2.0;7.0
CD79B;0.0;11.0;11.0;0.0;0.0;11.0
CD80;0.0;1.0;1.0;0.0;0.0;1.0
CD81;3.0;11.0;11.0;3.0;3.0;11.0
CD82;0.0;4.0;4.0;0.0;0.0;4.0
CD83;0.0;4.0;4.0;0.0;0.0;4.0
CD86;0.0;6.0;6.0;0.0;0.0;6.0
CD8A;2.0;9.0;9.0;2.0;2.0;9.0
CD8B;1.0;7.0;7.0;1.0;1.0;7.0
CD9;1.0;7.0;7.0;1.0;1.0;7.0
CD93;0.0;1.0;1.0;0.0;0.0;1.0
CDC14A;2.0;11.0;11.0;2.0;2.0;11.0
CDC16;3.0;8.0;8.0;3.0;3.0;8.0
CDC20;3.0;17.0;17.0;3.0;3.0;17.0
CDC23;3.0;7.0;7.0;3.0;3.0;7.0
CDC25A;2.0;7.0;7.0;2.0;2.0;7.0
CDC25C;2.0;8.0;8.0;2.0;2.0;8.0
CDC26;1.0;2.0;2.0;1.0;1.0;2.0
CDC27;2.0;4.0;4.0;2.0;2.0;4.0
CDC34;3.0;13.0;13.0;3.0;3.0;13.0
CDC40;2.0;5.0;5.0;2.0;2.0;5.0
CDC42;3.0;22.0;22.0;3.0;3.0;22.0
CDC42BPA;0.0;1.0;1.0;0.0;0.0;1.0
CDC5L;3.0;14.0;14.0;3.0;3.0;14.0
CDC6;3.0;15.0;15.0;3.0;3.0;15.0
CDC7;0.0;1.0;1.0;0.0;0.0;1.0
CDC73;1.0;1.0;1.0;1.0;1.0;1.0
CDCA8;3.0;16.0;16.0;3.0;3.0;16.0
CDH1;3.0;15.0;15.0;3.0;3.0;15.0
CDH10;3.0;21.0;21.0;3.0;3.0;21.0
CDH11;0.0;14.0;14.0;0.0;0.0;14.0
CDH12;2.0;7.0;7.0;2.0;2.0;7.0
CDH13;0.0;4.0;4.0;0.0;0.0;4.0
CDH15;0.0;2.0;2.0;0.0;0.0;2.0
CDH16;0.0;1.0;1.0;0.0;0.0;1.0
CDH17;3.0;9.0;9.0;3.0;3.0;9.0
CDH18;0.0;12.0;12.0;0.0;0.0;12.0
CDH19;3.0;20.0;20.0;3.0;3.0;20.0
CDH2;1.0;12.0;12.0;1.0;1.0;12.0
CDH20;1.0;5.0;5.0;1.0;1.0;5.0
CDH22;0.0;1.0;1.0;0.0;0.0;1.0
CDH23;2.0;17.0;17.0;2.0;2.0;17.0
CDH3;3.0;21.0;21.0;3.0;3.0;21.0
CDH4;0.0;4.0;4.0;0.0;0.0;4.0
CDH5;1.0;6.0;6.0;1.0;1.0;6.0
CDH6;1.0;5.0;5.0;1.0;1.0;5.0
CDH7;0.0;1.0;1.0;0.0;0.0;1.0
CDH8;0.0;4.0;4.0;0.0;0.0;4.0
CDH9;0.0;4.0;4.0;0.0;0.0;4.0
CDIPT;0.0;3.0;3.0;0.0;0.0;3.0
CDK1;2.0;10.0;10.0;2.0;2.0;10.0
CDK10;0.0;1.0;1.0;0.0;0.0;1.0
CDK2;3.0;20.0;20.0;3.0;3.0;20.0
CDK3;0.0;5.0;5.0;0.0;0.0;5.0
CDK4;3.0;22.0;22.0;3.0;3.0;22.0
CDK5;3.0;23.0;23.0;3.0;3.0;23.0
CDK5R1;1.0;8.0;8.0;1.0;1.0;8.0
CDK5R2;1.0;3.0;3.0;1.0;1.0;3.0
CDK5RAP2;2.0;4.0;4.0;2.0;2.0;4.0
CDK6;2.0;7.0;7.0;2.0;2.0;7.0
CDK7;2.0;12.0;12.0;2.0;2.0;12.0
CDK8;2.0;6.0;6.0;2.0;2.0;6.0
CDKN1A;3.0;11.0;11.0;3.0;3.0;11.0
CDKN1B;3.0;8.0;8.0;3.0;3.0;8.0
CDKN1C;1.0;2.0;2.0;1.0;1.0;2.0
CDKN2A;0.0;6.0;6.0;0.0;0.0;6.0
CDKN2B;3.0;16.0;16.0;3.0;3.0;16.0
CDKN2C;0.0;3.0;3.0;0.0;0.0;3.0
CDKN3;0.0;1.0;1.0;0.0;0.0;1.0
CDON;0.0;8.0;8.0;0.0;0.0;8.0
CDS2;1.0;1.0;1.0;1.0;1.0;1.0
CDSN;0.0;1.0;1.0;0.0;0.0;1.0
CDT1;2.0;7.0;7.0;2.0;2.0;7.0
CDV3;1.0;0.0;0.0;1.0;1.0;0.0
CDX1;0.0;4.0;4.0;0.0;0.0;4.0
CEACAM1;3.0;14.0;14.0;3.0;3.0;14.0
CEBPA;2.0;16.0;16.0;2.0;2.0;16.0
CEBPB;2.0;16.0;16.0;2.0;2.0;16.0
CEBPD;0.0;3.0;3.0;0.0;0.0;3.0
CEBPE;0.0;7.0;7.0;0.0;0.0;7.0
CECR1;1.0;6.0;6.0;1.0;1.0;6.0
CELSR1;1.0;12.0;12.0;1.0;1.0;12.0
CELSR2;2.0;4.0;4.0;2.0;2.0;4.0
CENPA;3.0;10.0;10.0;3.0;3.0;10.0
CENPE;1.0;4.0;4.0;1.0;1.0;4.0
CENPF;1.0;7.0;7.0;1.0;1.0;7.0
CENPH;2.0;4.0;4.0;2.0;2.0;4.0
CENPI;1.0;2.0;2.0;1.0;1.0;2.0
CENPJ;2.0;5.0;5.0;2.0;2.0;5.0
CENPK;1.0;7.0;7.0;1.0;1.0;7.0
CENPL;1.0;6.0;6.0;1.0;1.0;6.0
CENPM;3.0;10.0;10.0;3.0;3.0;10.0
CENPN;3.0;12.0;12.0;3.0;3.0;12.0
CENPO;2.0;7.0;7.0;2.0;2.0;7.0
CENPP;2.0;8.0;8.0;2.0;2.0;8.0
CENPQ;2.0;8.0;8.0;2.0;2.0;8.0
CENPT;3.0;15.0;15.0;3.0;3.0;15.0
CEP135;0.0;2.0;2.0;0.0;0.0;2.0
CEP152;0.0;3.0;3.0;0.0;0.0;3.0
CEP164;3.0;7.0;7.0;3.0;3.0;7.0
CEP192;1.0;4.0;4.0;1.0;1.0;4.0
CEP250;1.0;7.0;7.0;1.0;1.0;7.0
CEP290;1.0;1.0;1.0;1.0;1.0;1.0
CEP57;1.0;2.0;2.0;1.0;1.0;2.0
CEP63;1.0;6.0;6.0;1.0;1.0;6.0
CEP70;2.0;11.0;11.0;2.0;2.0;11.0
CEP72;0.0;18.0;18.0;0.0;0.0;18.0
CEP76;1.0;3.0;3.0;1.0;1.0;3.0
CEP78;3.0;7.0;7.0;3.0;3.0;7.0
CER1;0.0;1.0;1.0;0.0;0.0;1.0
CES1;0.0;2.0;2.0;0.0;0.0;2.0
CETN3;0.0;4.0;4.0;0.0;0.0;4.0
CETP;0.0;2.0;2.0;0.0;0.0;2.0
CFB;0.0;2.0;2.0;0.0;0.0;2.0
CFD;1.0;14.0;14.0;1.0;1.0;14.0
CFH;0.0;4.0;4.0;0.0;0.0;4.0
CFHR3;0.0;1.0;1.0;0.0;0.0;1.0
CFL1;3.0;9.0;9.0;3.0;3.0;9.0
CFL2;0.0;15.0;15.0;0.0;0.0;15.0
CFLAR;2.0;6.0;6.0;2.0;2.0;6.0
CFP;0.0;2.0;2.0;0.0;0.0;2.0
CFTR;1.0;5.0;5.0;1.0;1.0;5.0
CGA;0.0;3.0;3.0;0.0;0.0;3.0
CGN;3.0;13.0;13.0;3.0;3.0;13.0
CHAD;0.0;2.0;2.0;0.0;0.0;2.0
CHAF1A;2.0;17.0;17.0;2.0;2.0;17.0
CHAF1B;2.0;5.0;5.0;2.0;2.0;5.0
CHD3;0.0;10.0;10.0;0.0;0.0;10.0
CHD4;2.0;3.0;3.0;2.0;2.0;3.0
CHD5;0.0;3.0;3.0;0.0;0.0;3.0
CHD6;1.0;0.0;0.0;1.0;1.0;0.0
CHD7;0.0;1.0;1.0;0.0;0.0;1.0
CHD8;1.0;0.0;0.0;1.0;1.0;0.0
CHD9;2.0;2.0;2.0;2.0;2.0;2.0
CHDH;0.0;4.0;4.0;0.0;0.0;4.0
CHEK1;2.0;12.0;12.0;2.0;2.0;12.0
CHEK2;2.0;14.0;14.0;2.0;2.0;14.0
CHGA;0.0;13.0;13.0;0.0;0.0;13.0
CHI3L1;1.0;7.0;7.0;1.0;1.0;7.0
CHI3L2;0.0;1.0;1.0;0.0;0.0;1.0
CHIT1;0.0;1.0;1.0;0.0;0.0;1.0
CHKA;0.0;2.0;2.0;0.0;0.0;2.0
CHKB;0.0;3.0;3.0;0.0;0.0;3.0
CHL1;2.0;11.0;11.0;2.0;2.0;11.0
CHM;1.0;1.0;1.0;1.0;1.0;1.0
CHMP1B;0.0;8.0;8.0;0.0;0.0;8.0
CHMP2A;1.0;4.0;4.0;1.0;1.0;4.0
CHMP4A;1.0;2.0;2.0;1.0;1.0;2.0
CHMP4B;1.0;5.0;5.0;1.0;1.0;5.0
CHMP4C;0.0;1.0;1.0;0.0;0.0;1.0
CHMP5;0.0;3.0;3.0;0.0;0.0;3.0
CHMP6;0.0;15.0;15.0;0.0;0.0;15.0
CHP2;3.0;16.0;16.0;3.0;3.0;16.0
CHRD;2.0;7.0;7.0;2.0;2.0;7.0
CHRDL1;0.0;12.0;12.0;0.0;0.0;12.0
CHRDL2;0.0;6.0;6.0;0.0;0.0;6.0
CHRM1;1.0;1.0;1.0;1.0;1.0;1.0
CHRM2;0.0;15.0;15.0;0.0;0.0;15.0
CHRM3;1.0;0.0;0.0;1.0;1.0;0.0
CHRM4;3.0;14.0;14.0;3.0;3.0;14.0
CHRNA1;0.0;9.0;9.0;0.0;0.0;9.0
CHRNA2;1.0;1.0;1.0;1.0;1.0;1.0
CHRNA3;1.0;14.0;14.0;1.0;1.0;14.0
CHRNA4;0.0;17.0;17.0;0.0;0.0;17.0
CHRNA5;0.0;2.0;2.0;0.0;0.0;2.0
CHRNA6;0.0;3.0;3.0;0.0;0.0;3.0
CHRNA7;0.0;1.0;1.0;0.0;0.0;1.0
CHRNB2;1.0;0.0;0.0;1.0;1.0;0.0
CHRNB3;0.0;4.0;4.0;0.0;0.0;4.0
CHRNB4;0.0;12.0;12.0;0.0;0.0;12.0
CHST4;0.0;1.0;1.0;0.0;0.0;1.0
CHUK;2.0;7.0;7.0;2.0;2.0;7.0
CIAO1;2.0;4.0;4.0;2.0;2.0;4.0
CIB1;0.0;2.0;2.0;0.0;0.0;2.0
CIC;1.0;1.0;1.0;1.0;1.0;1.0
CIDEB;0.0;9.0;9.0;0.0;0.0;9.0
CISH;1.0;0.0;0.0;1.0;1.0;0.0
CITED1;0.0;4.0;4.0;0.0;0.0;4.0
CITED2;2.0;22.0;22.0;2.0;2.0;22.0
CKAP5;3.0;12.0;12.0;3.0;3.0;12.0
CKB;0.0;2.0;2.0;0.0;0.0;2.0
CKM;1.0;11.0;11.0;1.0;1.0;11.0
CKMT2;0.0;1.0;1.0;0.0;0.0;1.0
CKS1B;2.0;8.0;8.0;2.0;2.0;8.0
CKS2;0.0;6.0;6.0;0.0;0.0;6.0
CLASP1;1.0;9.0;9.0;1.0;1.0;9.0
CLASP2;1.0;6.0;6.0;1.0;1.0;6.0
CLCA1;0.0;3.0;3.0;0.0;0.0;3.0
CLCA4;0.0;1.0;1.0;0.0;0.0;1.0
CLCN2;0.0;2.0;2.0;0.0;0.0;2.0
CLCN3;2.0;4.0;4.0;2.0;2.0;4.0
CLCN5;1.0;4.0;4.0;1.0;1.0;4.0
CLDN1;0.0;7.0;7.0;0.0;0.0;7.0
CLDN19;0.0;1.0;1.0;0.0;0.0;1.0
CLDN23;0.0;1.0;1.0;0.0;0.0;1.0
CLDN5;0.0;8.0;8.0;0.0;0.0;8.0
CLDN7;0.0;1.0;1.0;0.0;0.0;1.0
CLDN8;0.0;2.0;2.0;0.0;0.0;2.0
CLEC10A;0.0;3.0;3.0;0.0;0.0;3.0
CLEC4M;0.0;3.0;3.0;0.0;0.0;3.0
CLIC1;1.0;0.0;0.0;1.0;1.0;0.0
CLIC2;0.0;6.0;6.0;0.0;0.0;6.0
CLINT1;0.0;2.0;2.0;0.0;0.0;2.0
CLIP1;1.0;14.0;14.0;1.0;1.0;14.0
CLK1;0.0;3.0;3.0;0.0;0.0;3.0
CLK2;2.0;3.0;3.0;2.0;2.0;3.0
CLK3;1.0;3.0;3.0;1.0;1.0;3.0
CLNS1A;1.0;11.0;11.0;1.0;1.0;11.0
CLOCK;0.0;1.0;1.0;0.0;0.0;1.0
CLP1;1.0;12.0;12.0;1.0;1.0;12.0
CLPP;2.0;4.0;4.0;2.0;2.0;4.0
CLPX;0.0;1.0;1.0;0.0;0.0;1.0
CLSPN;0.0;3.0;3.0;0.0;0.0;3.0
CLSTN1;0.0;2.0;2.0;0.0;0.0;2.0
CLTA;1.0;12.0;12.0;1.0;1.0;12.0
CLTB;2.0;10.0;10.0;2.0;2.0;10.0
CLTC;3.0;11.0;11.0;3.0;3.0;11.0
CLTCL1;2.0;10.0;10.0;2.0;2.0;10.0
