driver;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.2
GPD2;0.0;4.0;4.0;0.0;0.0;4.0
GPHN;0.0;10.0;10.0;0.0;0.0;10.0
GPI;1.0;4.0;4.0;1.0;1.0;4.0
GPLD1;0.0;6.0;6.0;0.0;0.0;6.0
GPM6B;0.0;1.0;1.0;0.0;0.0;1.0
GPN1;0.0;3.0;3.0;0.0;0.0;3.0
GPN2;1.0;0.0;0.0;1.0;1.0;0.0
GPR161;0.0;6.0;6.0;0.0;0.0;6.0
GPR183;0.0;1.0;1.0;0.0;0.0;1.0
GPR35;1.0;0.0;0.0;1.0;1.0;0.0
GPR37;0.0;1.0;1.0;0.0;0.0;1.0
GPR37L1;3.0;13.0;13.0;3.0;3.0;13.0
GPR4;0.0;1.0;1.0;0.0;0.0;1.0
GPR45;0.0;2.0;2.0;0.0;0.0;2.0
GPR50;1.0;0.0;0.0;1.0;1.0;0.0
GPR65;1.0;2.0;2.0;1.0;1.0;2.0
GPR68;0.0;1.0;1.0;0.0;0.0;1.0
GPS2;0.0;1.0;1.0;0.0;0.0;1.0
GPSM1;0.0;3.0;3.0;0.0;0.0;3.0
GPSM2;1.0;3.0;3.0;1.0;1.0;3.0
GPSM3;0.0;1.0;1.0;0.0;0.0;1.0
GPX1;1.0;1.0;1.0;1.0;1.0;1.0
GPX2;0.0;2.0;2.0;0.0;0.0;2.0
GPX4;0.0;2.0;2.0;0.0;0.0;2.0
GRAP;0.0;5.0;5.0;0.0;0.0;5.0
GRAP2;2.0;8.0;8.0;2.0;2.0;8.0
GRASP;0.0;6.0;6.0;0.0;0.0;6.0
GRB10;2.0;4.0;4.0;2.0;2.0;4.0
GRB14;0.0;4.0;4.0;0.0;0.0;4.0
GRB2;3.0;21.0;21.0;3.0;3.0;21.0
GRB7;1.0;5.0;5.0;1.0;1.0;5.0
GREM1;0.0;1.0;1.0;0.0;0.0;1.0
GREM2;0.0;3.0;3.0;0.0;0.0;3.0
GRHL3;0.0;2.0;2.0;0.0;0.0;2.0
GRHPR;1.0;2.0;2.0;1.0;1.0;2.0
GRIA1;0.0;14.0;14.0;0.0;0.0;14.0
GRIA2;2.0;14.0;14.0;2.0;2.0;14.0
GRIA3;1.0;11.0;11.0;1.0;1.0;11.0
GRIA4;2.0;4.0;4.0;2.0;2.0;4.0
GRIK1;0.0;5.0;5.0;0.0;0.0;5.0
GRIK2;1.0;10.0;10.0;1.0;1.0;10.0
GRIK3;1.0;19.0;19.0;1.0;1.0;19.0
GRIK4;1.0;2.0;2.0;1.0;1.0;2.0
GRIK5;0.0;17.0;17.0;0.0;0.0;17.0
GRIN1;1.0;3.0;3.0;1.0;1.0;3.0
GRIN2A;2.0;21.0;21.0;2.0;2.0;21.0
GRIN2B;1.0;9.0;9.0;1.0;1.0;9.0
GRIN2C;1.0;0.0;0.0;1.0;1.0;0.0
GRIN2D;2.0;6.0;6.0;2.0;2.0;6.0
GRIN3A;3.0;6.0;6.0;3.0;3.0;6.0
GRIP1;0.0;3.0;3.0;0.0;0.0;3.0
GRK1;0.0;2.0;2.0;0.0;0.0;2.0
GRK4;1.0;6.0;6.0;1.0;1.0;6.0
GRK5;0.0;5.0;5.0;0.0;0.0;5.0
GRK6;2.0;11.0;11.0;2.0;2.0;11.0
GRK7;1.0;5.0;5.0;1.0;1.0;5.0
GRM1;0.0;2.0;2.0;0.0;0.0;2.0
GRM2;1.0;9.0;9.0;1.0;1.0;9.0
GRM3;1.0;4.0;4.0;1.0;1.0;4.0
GRM4;0.0;1.0;1.0;0.0;0.0;1.0
GRM5;0.0;5.0;5.0;0.0;0.0;5.0
GRM6;0.0;6.0;6.0;0.0;0.0;6.0
GRM7;1.0;2.0;2.0;1.0;1.0;2.0
GRM8;0.0;1.0;1.0;0.0;0.0;1.0
GRP;0.0;2.0;2.0;0.0;0.0;2.0
GRPR;0.0;3.0;3.0;0.0;0.0;3.0
GRSF1;3.0;3.0;3.0;3.0;3.0;3.0
GRWD1;3.0;15.0;15.0;3.0;3.0;15.0
GSC;0.0;1.0;1.0;0.0;0.0;1.0
GSC2;0.0;1.0;1.0;0.0;0.0;1.0
GSK3A;2.0;4.0;4.0;2.0;2.0;4.0
GSK3B;2.0;16.0;16.0;2.0;2.0;16.0
GSN;0.0;20.0;20.0;0.0;0.0;20.0
GSPT2;1.0;2.0;2.0;1.0;1.0;2.0
GSTA1;0.0;3.0;3.0;0.0;0.0;3.0
GSTA2;0.0;3.0;3.0;0.0;0.0;3.0
GSTM1;2.0;7.0;7.0;2.0;2.0;7.0
GSTM2;1.0;10.0;10.0;1.0;1.0;10.0
GSTM3;2.0;3.0;3.0;2.0;2.0;3.0
GSTM4;2.0;10.0;10.0;2.0;2.0;10.0
GSTM5;0.0;8.0;8.0;0.0;0.0;8.0
GTF2A1;1.0;3.0;3.0;1.0;1.0;3.0
GTF2A1L;0.0;1.0;1.0;0.0;0.0;1.0
GTF2A2;2.0;4.0;4.0;2.0;2.0;4.0
GTF2B;2.0;11.0;11.0;2.0;2.0;11.0
GTF2E1;3.0;8.0;8.0;3.0;3.0;8.0
GTF2E2;0.0;11.0;11.0;0.0;0.0;11.0
GTF2F1;1.0;10.0;10.0;1.0;1.0;10.0
GTF2F2;3.0;10.0;10.0;3.0;3.0;10.0
GTF2H1;3.0;7.0;7.0;3.0;3.0;7.0
GTF2H2;1.0;7.0;7.0;1.0;1.0;7.0
GTF2H3;3.0;9.0;9.0;3.0;3.0;9.0
GTF2H4;0.0;6.0;6.0;0.0;0.0;6.0
GTF2H5;0.0;1.0;1.0;0.0;0.0;1.0
GTF2I;2.0;5.0;5.0;2.0;2.0;5.0
GTF3A;3.0;14.0;14.0;3.0;3.0;14.0
GTF3C1;1.0;5.0;5.0;1.0;1.0;5.0
GTF3C2;1.0;2.0;2.0;1.0;1.0;2.0
GTF3C3;1.0;3.0;3.0;1.0;1.0;3.0
GTF3C4;1.0;3.0;3.0;1.0;1.0;3.0
GTF3C5;2.0;6.0;6.0;2.0;2.0;6.0
GTPBP4;0.0;2.0;2.0;0.0;0.0;2.0
GTSE1;0.0;2.0;2.0;0.0;0.0;2.0
GUCY1A2;0.0;1.0;1.0;0.0;0.0;1.0
GUCY1B3;0.0;7.0;7.0;0.0;0.0;7.0
GUCY2C;0.0;2.0;2.0;0.0;0.0;2.0
GUCY2D;0.0;2.0;2.0;0.0;0.0;2.0
GUCY2F;1.0;1.0;1.0;1.0;1.0;1.0
GUSB;0.0;1.0;1.0;0.0;0.0;1.0
GYG1;0.0;9.0;9.0;0.0;0.0;9.0
GYG2;1.0;2.0;2.0;1.0;1.0;2.0
GYPA;0.0;1.0;1.0;0.0;0.0;1.0
GYPB;1.0;5.0;5.0;1.0;1.0;5.0
GYPC;0.0;4.0;4.0;0.0;0.0;4.0
GYS1;0.0;2.0;2.0;0.0;0.0;2.0
GYS2;0.0;2.0;2.0;0.0;0.0;2.0
GZMA;2.0;7.0;7.0;2.0;2.0;7.0
GZMB;1.0;5.0;5.0;1.0;1.0;5.0
GZMH;0.0;1.0;1.0;0.0;0.0;1.0
GZMK;0.0;1.0;1.0;0.0;0.0;1.0
H1FOO;0.0;1.0;1.0;0.0;0.0;1.0
H1FX;1.0;1.0;1.0;1.0;1.0;1.0
H2AFJ;0.0;2.0;2.0;0.0;0.0;2.0
H2AFX;2.0;4.0;4.0;2.0;2.0;4.0
H2AFZ;1.0;6.0;6.0;1.0;1.0;6.0
H3F3A;0.0;3.0;3.0;0.0;0.0;3.0
HABP4;0.0;2.0;2.0;0.0;0.0;2.0
HADHA;1.0;17.0;17.0;1.0;1.0;17.0
HADHB;2.0;3.0;3.0;2.0;2.0;3.0
HAND1;1.0;17.0;17.0;1.0;1.0;17.0
HAND2;1.0;12.0;12.0;1.0;1.0;12.0
HAP1;0.0;7.0;7.0;0.0;0.0;7.0
HAPLN1;1.0;6.0;6.0;1.0;1.0;6.0
HARS;1.0;2.0;2.0;1.0;1.0;2.0
HBB;1.0;7.0;7.0;1.0;1.0;7.0
HBE1;0.0;1.0;1.0;0.0;0.0;1.0
HBEGF;0.0;4.0;4.0;0.0;0.0;4.0
HBG1;1.0;2.0;2.0;1.0;1.0;2.0
HBG2;0.0;4.0;4.0;0.0;0.0;4.0
HBP1;1.0;4.0;4.0;1.0;1.0;4.0
HBZ;0.0;1.0;1.0;0.0;0.0;1.0
HCFC1;0.0;2.0;2.0;0.0;0.0;2.0
HCFC2;0.0;1.0;1.0;0.0;0.0;1.0
HCK;1.0;15.0;15.0;1.0;1.0;15.0
HCLS1;1.0;12.0;12.0;1.0;1.0;12.0
HCN1;0.0;2.0;2.0;0.0;0.0;2.0
HCN2;0.0;1.0;1.0;0.0;0.0;1.0
HCN3;0.0;2.0;2.0;0.0;0.0;2.0
HCN4;0.0;7.0;7.0;0.0;0.0;7.0
HCRT;0.0;1.0;1.0;0.0;0.0;1.0
HCRTR1;0.0;1.0;1.0;0.0;0.0;1.0
HCST;1.0;5.0;5.0;1.0;1.0;5.0
HDAC1;1.0;11.0;11.0;1.0;1.0;11.0
HDAC2;3.0;21.0;21.0;3.0;3.0;21.0
HDAC3;3.0;17.0;17.0;3.0;3.0;17.0
HDAC4;1.0;6.0;6.0;1.0;1.0;6.0
HDAC5;1.0;9.0;9.0;1.0;1.0;9.0
HDAC6;1.0;1.0;1.0;1.0;1.0;1.0
HDAC7;3.0;9.0;9.0;3.0;3.0;9.0
HDAC8;1.0;7.0;7.0;1.0;1.0;7.0
HDAC9;1.0;7.0;7.0;1.0;1.0;7.0
HELLS;2.0;2.0;2.0;2.0;2.0;2.0
HERPUD1;0.0;1.0;1.0;0.0;0.0;1.0
HES1;1.0;1.0;1.0;1.0;1.0;1.0
HES5;0.0;1.0;1.0;0.0;0.0;1.0
HEXA;0.0;2.0;2.0;0.0;0.0;2.0
HEXB;0.0;1.0;1.0;0.0;0.0;1.0
HEY2;2.0;4.0;4.0;2.0;2.0;4.0
HFE;0.0;2.0;2.0;0.0;0.0;2.0
HFE2;0.0;4.0;4.0;0.0;0.0;4.0
HGF;1.0;2.0;2.0;1.0;1.0;2.0
HGS;3.0;14.0;14.0;3.0;3.0;14.0
HHEX;0.0;8.0;8.0;0.0;0.0;8.0
HHIP;1.0;5.0;5.0;1.0;1.0;5.0
HIF1A;3.0;15.0;15.0;3.0;3.0;15.0
HIF3A;0.0;10.0;10.0;0.0;0.0;10.0
HIP1;0.0;3.0;3.0;0.0;0.0;3.0
HIPK1;0.0;1.0;1.0;0.0;0.0;1.0
HIPK2;0.0;5.0;5.0;0.0;0.0;5.0
HIPK3;1.0;9.0;9.0;1.0;1.0;9.0
HIPK4;0.0;3.0;3.0;0.0;0.0;3.0
HIRA;1.0;1.0;1.0;1.0;1.0;1.0
HIST1H2BC;1.0;5.0;5.0;1.0;1.0;5.0
HIST1H2BD;0.0;1.0;1.0;0.0;0.0;1.0
HIST1H3A;1.0;0.0;0.0;1.0;1.0;0.0
HIST2H2AC;1.0;2.0;2.0;1.0;1.0;2.0
HIST2H2BE;0.0;1.0;1.0;0.0;0.0;1.0
HIST2H3A;0.0;2.0;2.0;0.0;0.0;2.0
HIST3H2A;3.0;4.0;4.0;3.0;3.0;4.0
HIST3H3;2.0;3.0;3.0;2.0;2.0;3.0
HK1;1.0;7.0;7.0;1.0;1.0;7.0
HK2;1.0;7.0;7.0;1.0;1.0;7.0
HK3;0.0;1.0;1.0;0.0;0.0;1.0
HKDC1;0.0;4.0;4.0;0.0;0.0;4.0
HKR1;3.0;8.0;8.0;3.0;3.0;8.0
HLA-B;2.0;11.0;11.0;2.0;2.0;11.0
HLA-C;1.0;6.0;6.0;1.0;1.0;6.0
HLA-DMA;1.0;3.0;3.0;1.0;1.0;3.0
HLA-DMB;1.0;6.0;6.0;1.0;1.0;6.0
HLA-DOA;0.0;2.0;2.0;0.0;0.0;2.0
HLA-DOB;0.0;5.0;5.0;0.0;0.0;5.0
HLA-DPA1;1.0;10.0;10.0;1.0;1.0;10.0
HLA-DPB1;1.0;10.0;10.0;1.0;1.0;10.0
HLA-DQA2;0.0;3.0;3.0;0.0;0.0;3.0
HLA-DQB1;1.0;8.0;8.0;1.0;1.0;8.0
HLA-DRB1;1.0;4.0;4.0;1.0;1.0;4.0
HLA-E;1.0;10.0;10.0;1.0;1.0;10.0
HLA-F;1.0;4.0;4.0;1.0;1.0;4.0
HLA-G;1.0;10.0;10.0;1.0;1.0;10.0
HLF;1.0;12.0;12.0;1.0;1.0;12.0
HLTF;0.0;1.0;1.0;0.0;0.0;1.0
HLX;0.0;7.0;7.0;0.0;0.0;7.0
HMBS;2.0;8.0;8.0;2.0;2.0;8.0
HMG20B;0.0;2.0;2.0;0.0;0.0;2.0
HMGA1;2.0;18.0;18.0;2.0;2.0;18.0
HMGB1;3.0;8.0;8.0;3.0;3.0;8.0
HMGB2;2.0;1.0;1.0;2.0;2.0;1.0
HMGCR;1.0;3.0;3.0;1.0;1.0;3.0
HMGCS1;0.0;1.0;1.0;0.0;0.0;1.0
HMGCS2;3.0;11.0;11.0;3.0;3.0;11.0
HMGN1;1.0;0.0;0.0;1.0;1.0;0.0
HMGN2;1.0;0.0;0.0;1.0;1.0;0.0
HMGN4;2.0;1.0;1.0;2.0;2.0;1.0
HMOX1;1.0;2.0;2.0;1.0;1.0;2.0
HMX1;0.0;5.0;5.0;0.0;0.0;5.0
HNF1A;2.0;8.0;8.0;2.0;2.0;8.0
HNF1B;0.0;1.0;1.0;0.0;0.0;1.0
HNF4A;0.0;7.0;7.0;0.0;0.0;7.0
HNRNPA0;3.0;7.0;7.0;3.0;3.0;7.0
HNRNPA1;2.0;12.0;12.0;2.0;2.0;12.0
HNRNPA2B1;3.0;6.0;6.0;3.0;3.0;6.0
HNRNPAB;1.0;2.0;2.0;1.0;1.0;2.0
HNRNPC;3.0;8.0;8.0;3.0;3.0;8.0
HNRNPD;1.0;12.0;12.0;1.0;1.0;12.0
HNRNPF;2.0;13.0;13.0;2.0;2.0;13.0
HNRNPH1;0.0;3.0;3.0;0.0;0.0;3.0
HNRNPH2;2.0;3.0;3.0;2.0;2.0;3.0
HNRNPH3;1.0;5.0;5.0;1.0;1.0;5.0
HNRNPK;2.0;8.0;8.0;2.0;2.0;8.0
HNRNPL;2.0;4.0;4.0;2.0;2.0;4.0
HNRNPM;3.0;14.0;14.0;3.0;3.0;14.0
HNRNPR;2.0;3.0;3.0;2.0;2.0;3.0
HNRNPU;3.0;13.0;13.0;3.0;3.0;13.0
HNRNPUL1;1.0;3.0;3.0;1.0;1.0;3.0
HOMER1;1.0;1.0;1.0;1.0;1.0;1.0
HOXA1;0.0;1.0;1.0;0.0;0.0;1.0
HOXA10;0.0;2.0;2.0;0.0;0.0;2.0
HOXA2;0.0;1.0;1.0;0.0;0.0;1.0
HOXA5;0.0;2.0;2.0;0.0;0.0;2.0
HOXA7;0.0;2.0;2.0;0.0;0.0;2.0
HOXB1;0.0;11.0;11.0;0.0;0.0;11.0
HOXB13;0.0;7.0;7.0;0.0;0.0;7.0
HOXB3;0.0;1.0;1.0;0.0;0.0;1.0
HOXB6;0.0;2.0;2.0;0.0;0.0;2.0
HOXB7;1.0;4.0;4.0;1.0;1.0;4.0
HOXB8;0.0;1.0;1.0;0.0;0.0;1.0
HOXB9;0.0;2.0;2.0;0.0;0.0;2.0
HOXC4;0.0;1.0;1.0;0.0;0.0;1.0
HOXD11;1.0;0.0;0.0;1.0;1.0;0.0
HOXD12;0.0;4.0;4.0;0.0;0.0;4.0
HOXD13;1.0;5.0;5.0;1.0;1.0;5.0
HOXD4;3.0;4.0;4.0;3.0;3.0;4.0
HOXD8;0.0;1.0;1.0;0.0;0.0;1.0
HOXD9;0.0;3.0;3.0;0.0;0.0;3.0
HP;0.0;3.0;3.0;0.0;0.0;3.0
HPGD;0.0;1.0;1.0;0.0;0.0;1.0
HPRT1;1.0;6.0;6.0;1.0;1.0;6.0
HPS1;0.0;2.0;2.0;0.0;0.0;2.0
HPS3;1.0;1.0;1.0;1.0;1.0;1.0
HPS4;0.0;3.0;3.0;0.0;0.0;3.0
HPS6;0.0;2.0;2.0;0.0;0.0;2.0
HRAS;1.0;4.0;4.0;1.0;1.0;4.0
HRH1;2.0;6.0;6.0;2.0;2.0;6.0
HRH3;1.0;3.0;3.0;1.0;1.0;3.0
HRH4;0.0;1.0;1.0;0.0;0.0;1.0
HRK;0.0;4.0;4.0;0.0;0.0;4.0
HSD11B2;0.0;1.0;1.0;0.0;0.0;1.0
HSD17B10;1.0;0.0;0.0;1.0;1.0;0.0
HSD17B2;0.0;2.0;2.0;0.0;0.0;2.0
HSF1;3.0;8.0;8.0;3.0;3.0;8.0
HSF2;3.0;3.0;3.0;3.0;3.0;3.0
HSF4;0.0;1.0;1.0;0.0;0.0;1.0
HSH2D;0.0;1.0;1.0;0.0;0.0;1.0
HSP90AA1;3.0;10.0;10.0;3.0;3.0;10.0
HSP90AB1;3.0;14.0;14.0;3.0;3.0;14.0
HSPA14;1.0;0.0;0.0;1.0;1.0;0.0
HSPA1A;3.0;11.0;11.0;3.0;3.0;11.0
HSPA1L;1.0;9.0;9.0;1.0;1.0;9.0
HSPA2;0.0;8.0;8.0;0.0;0.0;8.0
HSPA4L;0.0;2.0;2.0;0.0;0.0;2.0
HSPA5;1.0;6.0;6.0;1.0;1.0;6.0
HSPA6;0.0;4.0;4.0;0.0;0.0;4.0
HSPA8;3.0;14.0;14.0;3.0;3.0;14.0
HSPA9;3.0;12.0;12.0;3.0;3.0;12.0
HSPB1;0.0;4.0;4.0;0.0;0.0;4.0
HSPB2;0.0;5.0;5.0;0.0;0.0;5.0
HSPB3;0.0;4.0;4.0;0.0;0.0;4.0
HSPB7;0.0;1.0;1.0;0.0;0.0;1.0
HSPB8;3.0;12.0;12.0;3.0;3.0;12.0
HSPD1;3.0;8.0;8.0;3.0;3.0;8.0
HSPG2;1.0;15.0;15.0;1.0;1.0;15.0
HSPH1;0.0;4.0;4.0;0.0;0.0;4.0
HTATSF1;1.0;2.0;2.0;1.0;1.0;2.0
HTR1A;0.0;9.0;9.0;0.0;0.0;9.0
HTR1B;0.0;2.0;2.0;0.0;0.0;2.0
HTR1D;0.0;1.0;1.0;0.0;0.0;1.0
HTR1E;1.0;6.0;6.0;1.0;1.0;6.0
HTR1F;2.0;7.0;7.0;2.0;2.0;7.0
HTR2A;0.0;7.0;7.0;0.0;0.0;7.0
HTR3B;0.0;1.0;1.0;0.0;0.0;1.0
HTR4;3.0;17.0;17.0;3.0;3.0;17.0
HTR5A;0.0;6.0;6.0;0.0;0.0;6.0
HTR6;0.0;1.0;1.0;0.0;0.0;1.0
HTR7;2.0;19.0;19.0;2.0;2.0;19.0
HTRA1;0.0;1.0;1.0;0.0;0.0;1.0
HTRA2;2.0;4.0;4.0;2.0;2.0;4.0
HTT;1.0;16.0;16.0;1.0;1.0;16.0
HUS1;2.0;7.0;7.0;2.0;2.0;7.0
IAPP;0.0;1.0;1.0;0.0;0.0;1.0
IARS;2.0;13.0;13.0;2.0;2.0;13.0
IBSP;0.0;3.0;3.0;0.0;0.0;3.0
IBTK;1.0;3.0;3.0;1.0;1.0;3.0
ICAM1;0.0;4.0;4.0;0.0;0.0;4.0
ICAM2;0.0;1.0;1.0;0.0;0.0;1.0
ICAM3;1.0;9.0;9.0;1.0;1.0;9.0
ICOS;0.0;1.0;1.0;0.0;0.0;1.0
ID1;0.0;3.0;3.0;0.0;0.0;3.0
ID2;1.0;8.0;8.0;1.0;1.0;8.0
ID3;0.0;7.0;7.0;0.0;0.0;7.0
ID4;0.0;1.0;1.0;0.0;0.0;1.0
IDH2;0.0;1.0;1.0;0.0;0.0;1.0
IDH3A;1.0;6.0;6.0;1.0;1.0;6.0
IDH3B;1.0;0.0;0.0;1.0;1.0;0.0
IDH3G;0.0;3.0;3.0;0.0;0.0;3.0
IFI16;1.0;4.0;4.0;1.0;1.0;4.0
IFIT2;0.0;1.0;1.0;0.0;0.0;1.0
IFIT3;1.0;9.0;9.0;1.0;1.0;9.0
IFNA1;0.0;1.0;1.0;0.0;0.0;1.0
IFNA14;0.0;1.0;1.0;0.0;0.0;1.0
IFNA5;0.0;2.0;2.0;0.0;0.0;2.0
IFNA6;0.0;1.0;1.0;0.0;0.0;1.0
IFNAR1;1.0;2.0;2.0;1.0;1.0;2.0
IFNAR2;1.0;4.0;4.0;1.0;1.0;4.0
IFNB1;0.0;1.0;1.0;0.0;0.0;1.0
IFNG;1.0;11.0;11.0;1.0;1.0;11.0
IFNGR1;2.0;6.0;6.0;2.0;2.0;6.0
IFNGR2;0.0;2.0;2.0;0.0;0.0;2.0
IFT57;2.0;2.0;2.0;2.0;2.0;2.0
IGF1;0.0;7.0;7.0;0.0;0.0;7.0
IGF1R;2.0;6.0;6.0;2.0;2.0;6.0
IGF2;1.0;5.0;5.0;1.0;1.0;5.0
IGF2R;1.0;2.0;2.0;1.0;1.0;2.0
IGFALS;1.0;2.0;2.0;1.0;1.0;2.0
IGFBP1;0.0;1.0;1.0;0.0;0.0;1.0
IGFBP3;0.0;7.0;7.0;0.0;0.0;7.0
IGFBP4;0.0;1.0;1.0;0.0;0.0;1.0
IGFBP5;0.0;6.0;6.0;0.0;0.0;6.0
IGFBP6;1.0;7.0;7.0;1.0;1.0;7.0
IGFBP7;0.0;3.0;3.0;0.0;0.0;3.0
IGLL1;1.0;0.0;0.0;1.0;1.0;0.0
IGSF5;1.0;7.0;7.0;1.0;1.0;7.0
IHH;1.0;2.0;2.0;1.0;1.0;2.0
IKBKAP;2.0;2.0;2.0;2.0;2.0;2.0
IKBKB;1.0;7.0;7.0;1.0;1.0;7.0
IKBKE;2.0;7.0;7.0;2.0;2.0;7.0
IKBKG;2.0;3.0;3.0;2.0;2.0;3.0
IKZF1;3.0;12.0;12.0;3.0;3.0;12.0
IKZF3;1.0;6.0;6.0;1.0;1.0;6.0
IKZF4;0.0;6.0;6.0;0.0;0.0;6.0
IL10;0.0;7.0;7.0;0.0;0.0;7.0
IL10RA;1.0;14.0;14.0;1.0;1.0;14.0
IL10RB;3.0;6.0;6.0;3.0;3.0;6.0
IL12A;0.0;6.0;6.0;0.0;0.0;6.0
IL12B;0.0;4.0;4.0;0.0;0.0;4.0
IL12RB1;1.0;4.0;4.0;1.0;1.0;4.0
IL12RB2;1.0;5.0;5.0;1.0;1.0;5.0
IL13;0.0;2.0;2.0;0.0;0.0;2.0
IL13RA1;1.0;0.0;0.0;1.0;1.0;0.0
IL13RA2;0.0;2.0;2.0;0.0;0.0;2.0
IL15;1.0;4.0;4.0;1.0;1.0;4.0
IL15RA;0.0;5.0;5.0;0.0;0.0;5.0
IL16;1.0;17.0;17.0;1.0;1.0;17.0
IL17A;0.0;2.0;2.0;0.0;0.0;2.0
IL17B;0.0;2.0;2.0;0.0;0.0;2.0
IL17RB;1.0;1.0;1.0;1.0;1.0;1.0
IL18;3.0;8.0;8.0;3.0;3.0;8.0
IL18R1;2.0;3.0;3.0;2.0;2.0;3.0
IL18RAP;1.0;5.0;5.0;1.0;1.0;5.0
IL19;0.0;5.0;5.0;0.0;0.0;5.0
IL1A;0.0;2.0;2.0;0.0;0.0;2.0
IL1B;0.0;2.0;2.0;0.0;0.0;2.0
IL1R1;0.0;7.0;7.0;0.0;0.0;7.0
IL1R2;0.0;2.0;2.0;0.0;0.0;2.0
IL1RAP;1.0;2.0;2.0;1.0;1.0;2.0
IL1RL1;0.0;7.0;7.0;0.0;0.0;7.0
IL1RN;1.0;4.0;4.0;1.0;1.0;4.0
IL2;1.0;14.0;14.0;1.0;1.0;14.0
IL20RA;0.0;5.0;5.0;0.0;0.0;5.0
IL21;0.0;3.0;3.0;0.0;0.0;3.0
IL21R;0.0;3.0;3.0;0.0;0.0;3.0
IL22;0.0;2.0;2.0;0.0;0.0;2.0
IL22RA1;0.0;2.0;2.0;0.0;0.0;2.0
IL22RA2;1.0;4.0;4.0;1.0;1.0;4.0
IL23A;0.0;1.0;1.0;0.0;0.0;1.0
IL23R;1.0;1.0;1.0;1.0;1.0;1.0
IL27;1.0;6.0;6.0;1.0;1.0;6.0
IL27RA;0.0;1.0;1.0;0.0;0.0;1.0
IL2RA;3.0;8.0;8.0;3.0;3.0;8.0
IL2RB;2.0;17.0;17.0;2.0;2.0;17.0
IL2RG;2.0;10.0;10.0;2.0;2.0;10.0
IL3;1.0;1.0;1.0;1.0;1.0;1.0
IL32;1.0;1.0;1.0;1.0;1.0;1.0
IL3RA;0.0;5.0;5.0;0.0;0.0;5.0
IL4;0.0;2.0;2.0;0.0;0.0;2.0
IL4R;1.0;6.0;6.0;1.0;1.0;6.0
IL5RA;1.0;10.0;10.0;1.0;1.0;10.0
IL6;0.0;9.0;9.0;0.0;0.0;9.0
IL6R;3.0;23.0;23.0;3.0;3.0;23.0
IL7;1.0;4.0;4.0;1.0;1.0;4.0
IL7R;0.0;4.0;4.0;0.0;0.0;4.0
IL9R;0.0;1.0;1.0;0.0;0.0;1.0
ILF2;1.0;4.0;4.0;1.0;1.0;4.0
ILF3;2.0;10.0;10.0;2.0;2.0;10.0
ILK;0.0;14.0;14.0;0.0;0.0;14.0
IMMT;0.0;1.0;1.0;0.0;0.0;1.0
IMP4;0.0;2.0;2.0;0.0;0.0;2.0
IMPA1;3.0;8.0;8.0;3.0;3.0;8.0
IMPA2;0.0;5.0;5.0;0.0;0.0;5.0
IMPDH2;3.0;17.0;17.0;3.0;3.0;17.0
INA;1.0;4.0;4.0;1.0;1.0;4.0
INCENP;2.0;17.0;17.0;2.0;2.0;17.0
ING3;1.0;4.0;4.0;1.0;1.0;4.0
INHBA;2.0;4.0;4.0;2.0;2.0;4.0
INHBB;0.0;1.0;1.0;0.0;0.0;1.0
INHBC;0.0;1.0;1.0;0.0;0.0;1.0
INHBE;0.0;1.0;1.0;0.0;0.0;1.0
INPP1;1.0;1.0;1.0;1.0;1.0;1.0
INPP4A;0.0;8.0;8.0;0.0;0.0;8.0
INPP4B;1.0;0.0;0.0;1.0;1.0;0.0
INPP5B;0.0;3.0;3.0;0.0;0.0;3.0
INPP5D;1.0;14.0;14.0;1.0;1.0;14.0
INPP5E;2.0;8.0;8.0;2.0;2.0;8.0
INPPL1;0.0;2.0;2.0;0.0;0.0;2.0
INS;0.0;3.0;3.0;0.0;0.0;3.0
INSIG1;1.0;2.0;2.0;1.0;1.0;2.0
INSL3;0.0;2.0;2.0;0.0;0.0;2.0
INSR;2.0;9.0;9.0;2.0;2.0;9.0
INSRR;0.0;1.0;1.0;0.0;0.0;1.0
IPO4;1.0;3.0;3.0;1.0;1.0;3.0
IPO5;3.0;12.0;12.0;3.0;3.0;12.0
IPO7;2.0;3.0;3.0;2.0;2.0;3.0
IPO8;0.0;2.0;2.0;0.0;0.0;2.0
IQGAP2;3.0;7.0;7.0;3.0;3.0;7.0
IRAK2;0.0;2.0;2.0;0.0;0.0;2.0
IRAK4;0.0;5.0;5.0;0.0;0.0;5.0
IREB2;1.0;0.0;0.0;1.0;1.0;0.0
IRF1;1.0;4.0;4.0;1.0;1.0;4.0
IRF2;2.0;6.0;6.0;2.0;2.0;6.0
IRF3;1.0;5.0;5.0;1.0;1.0;5.0
IRF4;2.0;15.0;15.0;2.0;2.0;15.0
IRF5;2.0;1.0;1.0;2.0;2.0;1.0
IRF6;1.0;9.0;9.0;1.0;1.0;9.0
IRF7;0.0;4.0;4.0;0.0;0.0;4.0
IRF8;0.0;4.0;4.0;0.0;0.0;4.0
IRF9;0.0;2.0;2.0;0.0;0.0;2.0
IRS1;2.0;7.0;7.0;2.0;2.0;7.0
