drivers;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
ZNF791;3.0;20.0;4.0;18.0;1.0;2.0;2.0;1.0;18.0
ZNF792;4.0;12.0;4.0;9.0;3.0;0.0;3.0;3.0;10.0
ZNF793;7.0;13.0;3.0;13.0;4.0;0.0;3.0;4.0;13.0
ZNF799;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
ZNF8;12.0;22.0;8.0;20.0;6.0;3.0;5.0;6.0;20.0
ZNF800;14.0;24.0;11.0;20.0;7.0;6.0;7.0;7.0;18.0
ZNF805;12.0;24.0;14.0;18.0;4.0;5.0;8.0;4.0;19.0
ZNF808;4.0;9.0;3.0;8.0;2.0;1.0;2.0;2.0;8.0
ZNF813;5.0;21.0;5.0;19.0;2.0;1.0;4.0;2.0;19.0
ZNF816;13.0;39.0;13.0;34.0;5.0;5.0;8.0;5.0;34.0
ZNF823;1.0;6.0;1.0;5.0;1.0;1.0;0.0;1.0;5.0
ZNF827;12.0;17.0;11.0;13.0;5.0;3.0;7.0;5.0;14.0
ZNF829;8.0;19.0;3.0;18.0;6.0;0.0;2.0;6.0;19.0
ZNF83;20.0;41.0;18.0;36.0;7.0;7.0;10.0;7.0;37.0
ZNF830;12.0;16.0;10.0;12.0;6.0;4.0;6.0;6.0;12.0
ZNF831;8.0;20.0;10.0;15.0;3.0;2.0;8.0;3.0;15.0
ZNF835;1.0;13.0;4.0;10.0;0.0;0.0;4.0;0.0;10.0
ZNF837;10.0;30.0;12.0;26.0;2.0;5.0;5.0;2.0;28.0
ZNF84;13.0;17.0;10.0;14.0;6.0;3.0;6.0;6.0;15.0
ZNF841;16.0;28.0;15.0;24.0;5.0;7.0;8.0;5.0;24.0
ZNF844;6.0;22.0;6.0;20.0;2.0;4.0;2.0;2.0;20.0
ZNF845;9.0;18.0;8.0;15.0;4.0;4.0;5.0;4.0;14.0
ZNF846;1.0;5.0;0.0;5.0;1.0;0.0;0.0;1.0;5.0
ZNF853;14.0;36.0;12.0;30.0;8.0;2.0;12.0;8.0;28.0
ZNF865;10.0;36.0;12.0;31.0;3.0;3.0;9.0;3.0;31.0
ZNF891;14.0;27.0;11.0;24.0;6.0;4.0;7.0;6.0;24.0
ZNF91;12.0;22.0;11.0;19.0;4.0;6.0;5.0;4.0;19.0
ZNF92;2.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0
ZSCAN12;9.0;10.0;7.0;6.0;6.0;3.0;4.0;6.0;6.0
ZSCAN16;20.0;21.0;16.0;15.0;10.0;6.0;11.0;10.0;14.0
ZSCAN18;13.0;28.0;11.0;24.0;6.0;3.0;6.0;6.0;26.0
ZSCAN2;2.0;10.0;3.0;8.0;1.0;0.0;2.0;1.0;9.0
ZSCAN20;6.0;19.0;6.0;17.0;2.0;2.0;3.0;2.0;18.0
ZSCAN22;3.0;5.0;2.0;5.0;1.0;0.0;1.0;1.0;6.0
ZSCAN25;7.0;6.0;3.0;6.0;4.0;3.0;2.0;4.0;4.0
ZSCAN26;18.0;24.0;14.0;18.0;10.0;6.0;9.0;10.0;17.0
ZSCAN29;13.0;33.0;9.0;30.0;7.0;5.0;5.0;7.0;29.0
ZSCAN30;5.0;9.0;1.0;9.0;4.0;0.0;1.0;4.0;9.0
ZSCAN9;16.0;21.0;16.0;13.0;8.0;7.0;9.0;8.0;13.0
ZUFSP;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ZXDA;5.0;8.0;3.0;7.0;3.0;0.0;2.0;3.0;8.0
ZXDB;7.0;14.0;8.0;8.0;5.0;0.0;7.0;5.0;9.0
ZXDC;7.0;14.0;6.0;11.0;4.0;1.0;6.0;4.0;10.0
ZZZ3;16.0;30.0;10.0;27.0;9.0;5.0;5.0;9.0;27.0
